bairro,latitude,longitude,jan,fev,mar,abr,mai,jun,jul,ago,set,out,nov,dez
Santo Antônio,9108146.872,292305.893,70.93463956317203,69.1941518673849,82.60827079801865,77.1522984147471,82.66088966662115,83.66103925885233,79.04161298585342,70.9713844472941,74.80213871684292,58.991161519383,62.44487990303578,61.984067589078414
São José,9106966.415,291028.633,74.32888218981353,74.36553585604264,69.51011408730426,64.27898550994237,75.40068110006936,79.94755898828296,79.68864739061351,69.94780325779159,67.0209468907457,67.19471425690496,73.42311692967958,70.0758018551045
Recife Antigo,9109085.741,292919.623,70.05544141271018,71.28553981344803,89.89681533342458,81.40015802104772,85.82089249668469,82.43767354238592,77.53590967093571,73.15401145607748,67.60785869985546,63.10020202385493,67.41866657933173,64.93971834809011
Cabanga,9106406.495,290656.46,71.52977614898377,73.31241489498301,84.62720062138206,81.55399356072057,76.15881894392936,78.18599819173771,76.92119587493033,71.76000490081599,71.48234243339266,65.95734544863791,68.66154648977427,74.03219362606453
Coelhos,9107760.014,291308.772,67.81898258109288,74.10507205571167,81.46563194038775,77.19988033667529,76.68809838008654,79.33121282652516,74.99552421477847,68.27903825527412,81.5758038977457,61.234347114330504,65.80973528509773,64.10709292919852
Ilha do Leite,9107978.96,291077.482,76.38504711321389,76.3786428731458,76.78186946072633,82.28462328880022,91.75334061150592,82.78462511880362,73.98211118499826,74.5472230134718,59.545698346942096,63.46009672998824,66.53012305320956,67.40217200741449
Paissandú,9108194.842,290416.08,75.19519603318639,75.66636680251885,79.54992703348059,71.73958272812699,76.30346561831108,76.04122793640607,75.3783318261978,74.5164582479463,70.08899861049106,57.84122475820401,66.14749434294616,66.42648800968252
Ilha Joana Bezerra,9107310.114,290425.748,72.96238392476614,76.61512232694342,80.13826350170012,66.45495751213589,81.36513539988998,78.41694878870452,74.43900560164377,71.7660964578271,68.69699748731108,63.406004868519815,67.07515542672222,63.82775423447363
Boa Vista,9109077.387,290876.732,74.97063110573377,73.90503781919143,80.92643726051182,77.04915757108544,71.58582115254883,77.29563601575917,75.72899852948377,73.79065725060727,66.13067489945806,74.30669111528648,61.041574437266156,71.44197438044009
Soledade,9108960.796,291276.183,63.47921836543092,69.73063849394256,75.92792120307894,78.1809004425298,80.76763070770802,77.63988547889834,74.75782068931295,72.77105658154983,70.86943852368185,59.508462475151944,59.73181517021187,71.5912533803978
Santo Amaro,9109946.116,291880.247,66.47586478376326,74.41185046189672,81.69283115740016,76.64175440206128,75.72903745466523,75.3870925958476,78.64703597161805,77.96248451965708,66.56794549305124,59.88570607718621,68.84896506413821,71.04304314066235
Dois Unidos,9115506.345,288388.799,72.48561790349089,70.34086988147064,84.72474253279734,87.1243633042613,73.37089356661313,81.81955829837199,75.52723740836853,67.96809071412962,63.99683877365579,61.12833382073672,70.00086683679424,66.51032371558436
Beberibe,9114586.482,290525.705,70.62614287949019,73.08533591836188,81.06803957524477,78.34857814033141,80.73663205749887,76.87312953491015,78.65288056979833,76.90112012096225,73.84224796456712,61.663116189094254,66.49276224987298,67.48058799644906
Linha do Tiro,9114233.62,289504.946,69.67066200574746,65.74532594870342,78.93708270841017,89.73547276895565,73.77272207058394,79.10584794273572,80.97829840329159,77.10465372207008,62.78720110540864,69.59677648226933,67.51163644199539,69.71272193771546
