bairro,latitude,longitude,jan,fev,mar,abr,mai,jun,jul,ago,set,out,nov,dez
AFLITOS,9110884.0,290992.0,3.647366154327085,3.8092479748362402,3.6053338736740628,1.7821682042194138,3.095942289009234,2.038811846907743,0.8093663663621329,1.559139277896214,0.4659465600950774,3.2910646045993217,2.0826019030985963,5.2304346692172885
AFOGADOS,9106661.8,289910.65,2.2496621985810323,3.6160400364658574,2.104891062136371,1.360788963370167,3.800229456712796,2.021219308291044,2.082087846016871,1.7969582609053572,2.512312817398042,0.8816700739760808,4.07571097941406,3.5870163485061894
AGUA FRIA,9113343.0,290787.7,2.3175725028503065,1.7847053636509025,2.941640986848917,3.8722859151498907,2.705903294314227,2.8701595776565374,2.023509587063067,2.704822687027512,2.257459820816879,2.279822689311133,1.990259688510934,0.7250661193702976
ALTO DO MANDU,9112712.9,287498.0,2.735648633479819,2.172631740124426,1.5668059564844747,1.7144773925919246,1.5918301600291511,3.001648899911854,2.032468548505209,1.926785521419963,0.032903519217158284,1.809229004244448,1.953710678055116,1.7673865123054764
ALTO JOSE BONIFACIO,9113775.0,289181.0,2.3317545354078595,2.2086914787613368,3.1075771725628725,4.165941540397598,2.437944823078023,2.1735947584943336,1.6814151543226803,3.5700380255713378,2.3261749016563873,2.0166610545386954,1.5102447939884125,2.193900894887504
ALTO JOSE DO PINHO,9112846.0,289698.0,2.489714899459182,4.864912549649509,3.808185135910529,1.705043421183161,2.708656654342231,3.08121601328448,2.4166185241250338,3.764244099760348,3.742490271256199,2.6770008883505283,1.5444831947626487,0.2577422060358707
ALTO SANTA TEREZINHA,9113502.0,289671.0,1.04930556006245,2.9369273550454578,1.541537561432679,1.8398508202497252,1.575701160087519,2.0707646733210754,1.3702324128411005,3.190048850853731,0.8697149738179735,1.540235038588674,2.0329357104758636,3.2467673084463957
APIPUCOS,9113095.0,286390.0,4.2974072971647965,1.4085647810136672,3.4238339441201213,3.1036795860547244,2.305002127287403,1.5672746875132941,1.1635866786857636,3.3168789413179347,1.427161582529759,1.60307453791687,3.2157148563398414,0.26252539057602786
AREIAS,9104782.0,287566.7,3.303774154607118,3.1425814066993403,0.6819629770209272,2.4407554378916734,2.2963497807744395,1.3704327266066036,3.042917609461774,2.311911230880742,1.0839766190645657,2.5454510019971157,2.2330447582140343,1.7993011323566526
ARRUDA,9112449.1,291553.7,2.6967476748516552,2.2529298518867056,3.098066742631401,3.5804136928885386,2.0611119153297004,2.4289835656454635,3.9553181872531598,3.415483522239505,2.983396658496721,1.7769498272191075,3.03775569655002,3.0089637580942834
