bairro,latitude,longitude,ano,mes,vento
Santo AntÃ´nio,9108146.872,292305.893,2015,set,2.628977866013493
SÃ£o JosÃ©,9106966.415,291028.633,2015,set,2.0836767907914515
Recife Antigo,9109085.741,292919.623,2015,set,2.722756808435165
Cabanga,9106406.495,290656.46,2015,set,5.239443734203764
Coelhos,9107760.014,291308.772,2015,set,1.8467180528094267
Ilha do Leite,9107978.96,291077.482,2015,set,2.396967521055429
PaissandÃº,9108194.842,290416.08,2015,set,2.8438549398110924
Ilha Joana Bezerra,9107310.114,290425.748,2015,set,1.3163698015006609
Boa Vista,9109077.387,290876.732,2015,set,2.43930101707382
Soledade,9108960.796,291276.183,2015,set,1.3141030992168017
Santo Amaro,9109946.116,291880.247,2015,set,0.7974915168361565
Dois Unidos,9115506.345,288388.799,2015,set,0.959850872600771
Beberibe,9114586.482,290525.705,2015,set,2.907757212311288
Linha do Tiro,9114233.62,289504.946,2015,set,0.855245004186511
Ãgua Fria (Plana),9113172.84,291071.501,2015,set,1.2936597713310234
Ãgua Fria (Alta),9113472.429,290156.813,2015,set,2.3369009358777784
Porto da Madeira,9114404.262,291240.722,2015,set,3.83517144213822
Cajueiro,9113978.874,291787.251,2015,set,0.3393525089793876
Campina do Barreto,9113360.156,292045.138,2015,set,2.765593543044964
Peixinhos,9113079.242,292663.795,2015,set,4.316871868549958
Arruda,9112577.585,290778.65,2015,set,2.3665828181650097
Encruzilhada,9111342.984,291147.432,2015,set,1.7328860419405336
Ponto de Parada,9111944.964,291203.258,2015,set,0.8393306452746997
FundÃ£o,9113692.115,291141.885,2015,set,2.868183239498813
HipÃ³dromo,9111681.871,291492.858,2015,set,0.1929742269794594
Rosarinho,9111613.61,290381.157,2015,set,0.1323615683008705
TorreÃ£o,9110784.651,292131.119,2015,set,4.211422415485513
Campo Grande,9111851.014,291827.584,2015,set,1.31551030624794
Alto Santa Terezinha,9113598.2,289883.467,2015,set,4.0420669722308205
Bomba do HemetÃ©rio,9112880.579,289851.021,2015,set,1.4729258740703064
Derby,9108891.462,290104.934,2015,set,4.590709993298157
GraÃ§as,9110255.798,289708.079,2015,set,4.555853596934721
Espinheiro,9110331.328,291132.224,2015,set,4.68748764558744
Aflitos,9110761.843,290578.478,2015,set,1.0888872588455998
Jaqueira,9111017.043,289466.588,2015,set,2.619145134768316
Tamarineira,9111760.594,289914.716,2015,set,1.9776503348425445
Santana,9110759.51,288467.83,2015,set,0.8539253629593212
Parnamirim,9111469.017,288892.196,2015,set,1.8140020634129104
Casa Forte,9111477.721,288043.907,2015,set,2.24103606046976
PoÃ§o da Panela,9111288.519,287134.705,2015,set,0.8240848481486319
Casa Amarela,9112326.465,287770.32,2015,set,1.8407641708418576
Alto JosÃ© BonifÃ¡cio,9113759.53,288635.574,2015,set,1.1550759625187412
Morro da ConceiÃ§Ã£o,9112984.079,288535.632,2015,set,3.310760057914265
Alto JosÃ© do Pinho,9112751.629,289283.565,2015,set,0.4978672948285154
Vasco da Gama,9113922.665,287550.762,2015,set,0.0318348293639276
Monteiro,9112251.966,286935.676,2015,set,0.0320160529243516
Apipucos,9113185.175,285711.387,2015,set,2.577014176983477
Alto do MandÃº,9112720.118,286967.594,2015,set,0.329246304368866
SÃ­tio dos Pintos,9113652.981,283248.377,2015,set,2.3959368404778285
CÃ³rrego do Jenipapo,9114931.748,285628.687,2015,set,2.463668458776528
Dois IrmÃ£os,9114316.891,283046.585,2015,set,3.224462193163041
Macaxeira,9113929.124,286266.928,2015,set,1.2969458952777682
Nova Descoberta,9114374.078,285455.447,2015,set,2.1602998420927544
Brejo de Beberibe,9115426.776,287368.207,2015,set,1.6026643962754563
Guabiraba,9118925.116,280472.66,2015,set,1.3298464882967629
Brejo de Guabiraba,9116011.252,286470.068,2015,set,0.8060936785449199
Passarinho,9117604.478,286529.856,2015,set,0.6966046738884578
Mangabeira,9112583.36,290041.311,2015,set,4.122679586115029
VÃ¡rzea Baixo,9112566.575,286421.591,2015,set,0.6303036042355545
VÃ¡rzea UR7,9111147.548,281788.536,2015,set,3.1799545020411286
CaxangÃ¡,9112046.853,283641.068,2015,set,2.039376028726077
Iputinga,9111218.811,284743.585,2015,set,1.0010686574242795
Engenho do Meio,9108934.504,284977.522,2015,set,0.8830266335279712
TorrÃµes,9108474.182,285633.242,2015,set,1.237099249980397
Cordeiro,9109569.979,286498.08,2015,set,2.2968334300395883
Zumbi,9109369.482,288172.472,2015,set,1.5447072443163623
Torre,9110457.305,288948.15,2015,set,1.2010092745869718
Prado,9108489.273,288218.34,2015,set,0.5634473859513935
