bairro,latitude,longitude,ano,mes,vento
Santo AntÃ´nio,9108146.872,292305.893,2013,jan,1.895860163570612
SÃ£o JosÃ©,9106966.415,291028.633,2013,jan,1.9814140656695105
Recife Antigo,9109085.741,292919.623,2013,jan,3.723182840920669
Cabanga,9106406.495,290656.46,2013,jan,3.7683394117560782
Coelhos,9107760.014,291308.772,2013,jan,3.039257587265201
Ilha do Leite,9107978.96,291077.482,2013,jan,0.9608381503765262
PaissandÃº,9108194.842,290416.08,2013,jan,3.344392281006262
Ilha Joana Bezerra,9107310.114,290425.748,2013,jan,1.1508986765970826
Boa Vista,9109077.387,290876.732,2013,jan,2.895021405354629
Soledade,9108960.796,291276.183,2013,jan,2.140590461751932
Santo Amaro,9109946.116,291880.247,2013,jan,2.517692376202368
Dois Unidos,9115506.345,288388.799,2013,jan,1.0548214995031442
Beberibe,9114586.482,290525.705,2013,jan,1.2221267515852223
Linha do Tiro,9114233.62,289504.946,2013,jan,4.53399659599358
Ãgua Fria (Plana),9113172.84,291071.501,2013,jan,2.8560143292211
Ãgua Fria (Alta),9113472.429,290156.813,2013,jan,1.1423654387426811
Porto da Madeira,9114404.262,291240.722,2013,jan,0.203464342090293
Cajueiro,9113978.874,291787.251,2013,jan,3.642712256083139
Campina do Barreto,9113360.156,292045.138,2013,jan,2.60905008442308
Peixinhos,9113079.242,292663.795,2013,jan,2.857600890825876
Arruda,9112577.585,290778.65,2013,jan,0.684040843871035
Encruzilhada,9111342.984,291147.432,2013,jan,3.122050521237947
Ponto de Parada,9111944.964,291203.258,2013,jan,3.1000055842169125
FundÃ£o,9113692.115,291141.885,2013,jan,2.731427593221197
HipÃ³dromo,9111681.871,291492.858,2013,jan,0.4707893057659267
Rosarinho,9111613.61,290381.157,2013,jan,1.470478429630394
TorreÃ£o,9110784.651,292131.119,2013,jan,2.532472361115488
Campo Grande,9111851.014,291827.584,2013,jan,2.620722399774806
Alto Santa Terezinha,9113598.2,289883.467,2013,jan,0.629850447455961
Bomba do HemetÃ©rio,9112880.579,289851.021,2013,jan,1.912727361773937
Derby,9108891.462,290104.934,2013,jan,0.4757462196634294
GraÃ§as,9110255.798,289708.079,2013,jan,1.1286560415177234
Espinheiro,9110331.328,291132.224,2013,jan,0.8680136450669642
Aflitos,9110761.843,290578.478,2013,jan,0.2612245567431714
Jaqueira,9111017.043,289466.588,2013,jan,4.018830728975292
Tamarineira,9111760.594,289914.716,2013,jan,1.892468546887353
Santana,9110759.51,288467.83,2013,jan,1.2238896140639324
Parnamirim,9111469.017,288892.196,2013,jan,0.5871402420664973
Casa Forte,9111477.721,288043.907,2013,jan,2.400401039211597
PoÃ§o da Panela,9111288.519,287134.705,2013,jan,2.1618623001747275
Casa Amarela,9112326.465,287770.32,2013,jan,3.641237254453676
Alto JosÃ© BonifÃ¡cio,9113759.53,288635.574,2013,jan,4.646243473477634
Morro da ConceiÃ§Ã£o,9112984.079,288535.632,2013,jan,0.8395889290579831
Alto JosÃ© do Pinho,9112751.629,289283.565,2013,jan,1.6640548232704626
Vasco da Gama,9113922.665,287550.762,2013,jan,0.4395292847901326
Monteiro,9112251.966,286935.676,2013,jan,0.7374463995833036
Apipucos,9113185.175,285711.387,2013,jan,2.13019905780984
Alto do MandÃº,9112720.118,286967.594,2013,jan,2.0911215271958685
SÃ­tio dos Pintos,9113652.981,283248.377,2013,jan,2.517030637850322
CÃ³rrego do Jenipapo,9114931.748,285628.687,2013,jan,1.4780687403592006
Dois IrmÃ£os,9114316.891,283046.585,2013,jan,0.4958901631065464
