Bairro,latitude,longitude,cb3,t1b3,t2b3,p1b3,p2b3,v1b3,v2b3,ur1b3,ur2b3,cb4,t1b4,t2b4,p1b4,p2b4,v1b4,v2b4,ur1b4,ur2b4,cb5,t1b5,t2b5,p1b5,p2b5,v1b5,v2b5,ur1b5,ur2b5,cb6,t1b6,t2b6,p1b6,p2b6,v1b6,v2b6,ur1b6,ur2b6,cb1,t1b1,t2b1,p1b1,p2b1,v1b1,v2b1,ur1b1,ur2b1,cb2,t1b2,t2b2,p1b2,p2b2,v1b2,v2b2,ur1b2,ur2b2,predicao
Santo Antônio,-8.064006,-34.884682,2.0,25.15481570410645,24.29655144529556,165.03954028760035,86.54056290421909,2.741144600415294,0.5770365606436113,79.92506293042636,76.07028363227545,1.0,24.942683938979545,25.06253210977857,3.244200735286768,26.03263006208429,1.5019715546251702,0.1130651697036269,81.47431411509643,80.67644869890283,2.0,24.8329326642818,26.990911595666734,2.337520143137509,0.320340370331154,3.4906023493050338,2.1322227730861485,78.90934699329173,79.1251238943985,2,28.48917033719567,26.797486684273125,3.418311188066877,11.984594926333203,0.3069700574721619,4.647227595358773,72.42043263126583,73.4555715561332,1.0,27.705210860774283,28.79686264220445,6.475770057271576,5.071031936196716,2.0450156678723994,1.801438726854025,69.63574535166345,68.97108086450304,0.0,27.470901986587386,28.5289405545884,48.38539751435527,48.38539751435527,0.0255812074914778,0.0522549115114432,87.19494892819927,87.81428485454899,0.0
São José,-8.074624,-34.896318,0.0,24.43851158598505,23.617776430071856,19.413634998267295,88.19174491407674,0.163287467457778,2.689349621298988,80.74461303697097,77.13380199675838,0.0,24.585208354346143,23.992720970392032,9.777370481554597,43.30199209976644,1.3049534148763031,2.0986627313319115,82.63059369159993,78.53387181211981,0.0,24.71531499088544,27.879461231640256,5.114815822609257,2.3858798998796,1.269711303249478,3.344388454459424,79.02366732591757,74.58067870182354,0,27.226467424716763,26.74783628635158,7.369233097713777,5.982445044804546,1.326362949951697,4.448805892316987,65.97655306484546,73.43819758582423,1.0,25.93234965175671,29.08934018031464,6.174907852068428,6.517957788245503,3.977488356494897,1.4574674678012869,80.57051589511225,78.42470612180469,6.0,27.093530027047084,28.18524862291145,79.28071015223838,79.28071015223838,1.2511557582612518,1.2123803730684763,81.7273987352398,83.49682775234268,0.0
Recife Antigo,-8.055544,-34.879076,2.0,26.18848509083973,23.737891514180543,12.592632658344913,14.558989614348562,0.3507257283411384,0.5002496077590545,79.69764915132313,78.21098847307977,1.0,23.511992429323577,22.459982874937825,18.47436671316413,22.69585245358266,0.3747933723614531,1.1051410253557397,84.22624378880805,77.30715061606446,2.0,24.90522564886803,28.173185640612093,20.430103926222184,1.931818802558161,4.230709510211881,4.998835133913511,72.53228359272538,74.60156486963699,2,26.59192312607098,25.78853903316352,4.666416954796068,27.612461305329127,0.6275956118984993,3.853277307244892,71.73014072778047,71.59886100030684,1.0,27.131343193937177,29.417026518084175,12.63151997884252,11.124906550628554,0.9236971470796284,3.226805254232886,76.74875809683698,76.81400438707328,0.0,27.506913088158605,26.452835556515133,26.033748133719296,26.033748133719296,1.3705116483393756,0.2795083291446216,87.56845253850409,93.36671626560862,0.0
Cabanga,-8.079671,-34.899717,0.0,26.45687782357909,23.85876742785764,19.53036464845277,51.9143459541647,2.289708945423287,0.0597498424186615,83.15477704609086,78.7703733054681,0.0,22.15931743327535,23.87511443487477,23.410673795140976,3.840004270733367,3.0181998309602625,3.0715359719489634,85.5372045619036,77.90562006266956,0.0,24.33709691878181,26.41542982192014,26.51069710432807,6.310687468900687,2.2288849213542177,1.4885493896100137,80.28470851067583,76.91597432880592,0,27.653729929899782,28.88147335629373,6.389607832603781,2.882740226938841,3.5150252993609064,0.7971944984439352,69.9123892949957,73.2346949886035,1.0,29.120641174465103,28.69373486386687,8.903242012464874,13.995289083821715,2.924555939285439,3.663984032662226,77.27003988219982,78.4591684308625,6.0,28.176126740804047,26.920087399076973,63.4180220245748,63.4180220245748,1.4752518145715892,0.7710164115663104,77.48869126853623,87.22831104705475,0.0
Coelhos,-8.067462,-34.893743,2.0,24.85504199106371,25.08967577062362,216.8962594819388,23.719274267926025,0.2336052171929107,3.731209944586922,83.15456834569424,79.66838263631047,1.0,23.912532857987387,25.631681222920243,10.1881477172291,7.929330487938753,3.025978286431417,4.153027822876288,80.72856292312494,74.63909879458313,0.0,24.95537000077858,26.36262114051201,20.934030053406456,4.134586903809596,4.461503960497708,0.5044152709972942,77.31549224122841,76.98408746526633,0,26.38088518486523,26.92917188652292,2.62430858106741,6.176927743254412,3.45292529780141,0.7126495572254556,71.03813703203811,82.88571516830483,1.0,27.792444652796032,30.796194930960564,5.086046858510731,17.373733629906578,1.9616219124938117,1.399741188777941,76.69408734140839,62.77592630175442,7.0,26.54551172392882,27.854919471942363,49.62753694470764,49.62753694470764,0.2139613525216428,0.3348496140096553,85.64227608508885,87.9695348255374,2.0
Ilha do Leite,-8.065473,-34.895832,2.0,28.55736902616075,24.614895438921675,0.7875280137748746,42.59193311821159,1.153900655156514,0.8923981264040406,77.85332585187611,79.67311396909585,1.0,24.63115880949423,23.68157004303849,15.879987329662068,14.98375693362976,0.8670898697027936,0.0835360338808128,82.06668495551406,80.79402541233395,0.0,25.98828314787877,26.993309655662014,2.383251024860332,3.360956852167016,2.5900760245688854,4.705537162060737,80.66379221761767,74.75600923344706,0,28.77902111761187,27.39233317966421,8.010053724276691,42.661442677839055,1.543032998645839,0.3850960849080493,74.91317780910778,76.07325407710692,1.0,27.535961848377205,26.597149662543423,11.828381656257523,6.783505574577648,2.139970564851666,0.2210207889523709,70.38279730152884,78.72496103603906,7.0,26.56861291778316,26.540377851794968,59.82680738078864,59.82680738078864,2.518659565147243,3.627568846869432,77.85651830662343,87.29532454522209,2.0
Paissandú,-8.063493,-34.901822,2.0,25.69998746529225,23.31185927174272,212.78721685563116,58.988652073405255,2.950119933271448,1.7072977025152871,81.87266250219614,77.80570503662267,1.0,23.2284311630444,25.13237834200012,38.75220709271197,11.56605123056435,0.288563309191683,2.9636389992536176,79.03827279050164,80.0499702061184,0.0,25.896746086545107,25.65897650243047,9.46629000879369,0.7015107389404704,1.3131977762002511,0.2808573571967403,76.92549264115667,74.35791345958044,0,26.94821785554506,28.01262911014859,2.739438619761466,25.798478762581084,3.093210553640597,2.522622607453852,67.71050069959601,70.53898078850689,1.0,28.48067156154602,28.47158685962995,17.06084621409677,0.1744141070066369,2.5231274398052808,3.0070156649280277,83.09541569560791,74.39826910617025,7.0,27.45300048312249,25.86511179248133,38.57794076202313,38.57794076202313,0.1783370634887779,2.850787732255021,85.23778078551632,83.86557707203636,2.0
Ilha Joana Bezerra,-8.071492,-34.901772,3.0,24.983696741111057,26.48648544897078,11.529252305946898,21.30446105029016,1.1802864894946452,2.019494167670357,75.72678301522156,75.69378539855686,2.0,27.049857642003623,25.304993859261398,61.09531838193598,21.91968259013131,2.354500381302218,0.1211519535296199,81.67611133562731,82.162252911995,1.0,25.28112661662069,28.278101910691262,10.986093564473231,3.654385005668644,2.964249505951682,4.412716836210182,71.53581660895823,80.10098960394127,1,25.32125640678009,29.11873694254061,4.338026286572128,11.136887748166547,0.3578070966057347,1.4514173368963492,83.38272883102594,73.22596628137195,6.0,28.10397295311482,29.055284197307877,9.37688397694964,3.272396384286317,2.799984784277043,2.584931949717468,75.99766470467785,75.32119730013302,3.0,26.770122631729603,25.728667487617678,11.109498588955653,11.109498588955653,2.2057780181967197,1.8962346702809096,84.62101170552869,86.98215691371642,6.0
Boa Vista,-8.055534,-34.897606,0.0,26.55389312732981,26.87592820626317,0.403928171343324,39.07360262604831,4.075473101043562,5.348353786815842,79.8006831441831,81.60552498886804,0.0,24.9861818676476,24.40216236467216,63.85726521665518,25.56197895909568,3.8046543751970496,1.131031672601116,81.4786887775033,77.12334735040831,0.0,25.66772401209549,25.160079037905653,19.05932955672902,4.30814380387244,2.5471133276951496,0.31854713378205,82.03578307792236,79.27726031618688,0,27.86224060459414,28.601277814747988,4.610262007514349,15.189195808751515,0.49822628448227,0.736081923073862,72.9354068385603,70.22752238872843,3.0,27.2795446240368,28.296683305494124,7.44040668296061,5.408324254281675,0.0155560325890646,5.048418343399125,76.10920281348889,80.68194526145031,5.0,27.106502020755844,25.63186227290069,65.22489473944734,65.22489473944734,2.8689187322936647,3.0982611731112613,76.17327367122901,84.7541991709998,7.0
Soledade,-8.056605,-34.893988,0.0,25.259968127772712,25.444742142073004,79.64541118905527,61.87890109222823,1.0453263715114645,3.184832470884089,74.6228298999764,77.73574402734658,0.0,25.14590295553064,24.72252017279317,4.07750848097826,12.070179001154106,0.3554009615548636,0.1283819122153517,85.71808425689889,83.82036229537945,0.0,27.71532849201344,27.00239409634884,29.617521059681465,4.830151209079902,0.1477797146588317,1.9690401790258032,82.12257385107165,69.02806480555799,0,27.20616090959801,28.3233590229786,5.660871906180152,40.94635292599128,2.0029703732666464,0.566787095420314,71.22465720596588,79.48662150673152,3.0,27.629561261710524,27.92185759353193,2.950221457508725,3.089609763104825,3.478955700065373,1.5015830880929035,65.67991109011395,80.81152321087892,5.0,28.26203259148233,25.774275080381365,77.78161361962292,77.78161361962292,0.1077319583714206,0.7810194201947682,79.5383819047773,87.44471320029356,7.0
