bairro,latitude,longitude,ano,mes,temperatura
Santo AntÃ´nio,9108146.872,292305.893,2009,mai,26.33918122840983
SÃ£o JosÃ©,9106966.415,291028.633,2009,mai,26.362737345206646
Recife Antigo,9109085.741,292919.623,2009,mai,26.36040098284972
Cabanga,9106406.495,290656.46,2009,mai,26.348205299613813
Coelhos,9107760.014,291308.772,2009,mai,26.339695947750467
Ilha do Leite,9107978.96,291077.482,2009,mai,26.31293543443308
PaissandÃº,9108194.842,290416.08,2009,mai,26.3941748674965
Ilha Joana Bezerra,9107310.114,290425.748,2009,mai,26.356469835996947
Boa Vista,9109077.387,290876.732,2009,mai,26.34791734245067
Soledade,9108960.796,291276.183,2009,mai,26.354464029288085
Santo Amaro,9109946.116,291880.247,2009,mai,26.359863488509514
Dois Unidos,9115506.345,288388.799,2009,mai,26.342587229841683
Beberibe,9114586.482,290525.705,2009,mai,26.35566175147498
Linha do Tiro,9114233.62,289504.946,2009,mai,26.330208344417667
Ãgua Fria (Plana),9113172.84,291071.501,2009,mai,26.355894719850166
Ãgua Fria (Alta),9113472.429,290156.813,2009,mai,26.352608991076806
Porto da Madeira,9114404.262,291240.722,2009,mai,26.34567276407295
Cajueiro,9113978.874,291787.251,2009,mai,26.36661419160382
Campina do Barreto,9113360.156,292045.138,2009,mai,26.35945351312224
Peixinhos,9113079.242,292663.795,2009,mai,26.357379151116504
Arruda,9112577.585,290778.65,2009,mai,26.35587527711944
Encruzilhada,9111342.984,291147.432,2009,mai,26.372036217689804
Ponto de Parada,9111944.964,291203.258,2009,mai,26.325198954808997
FundÃ£o,9113692.115,291141.885,2009,mai,26.35484985140839
HipÃ³dromo,9111681.871,291492.858,2009,mai,26.34348696581731
Rosarinho,9111613.61,290381.157,2009,mai,26.364733017311902
TorreÃ£o,9110784.651,292131.119,2009,mai,26.36818311061449
Campo Grande,9111851.014,291827.584,2009,mai,26.347271395423444
Alto Santa Terezinha,9113598.2,289883.467,2009,mai,26.359405255640883
Bomba do HemetÃ©rio,9112880.579,289851.021,2009,mai,26.365273559813637
Derby,9108891.462,290104.934,2009,mai,26.356415210300156
GraÃ§as,9110255.798,289708.079,2009,mai,26.345967467993663
Espinheiro,9110331.328,291132.224,2009,mai,26.367677957044943
Aflitos,9110761.843,290578.478,2009,mai,26.3530849968688
Jaqueira,9111017.043,289466.588,2009,mai,26.37015661517877
Tamarineira,9111760.594,289914.716,2009,mai,26.358210900750944
Santana,9110759.51,288467.83,2009,mai,26.34924456703521
Parnamirim,9111469.017,288892.196,2009,mai,26.34835417561873
Casa Forte,9111477.721,288043.907,2009,mai,26.37130929451893
PoÃ§o da Panela,9111288.519,287134.705,2009,mai,26.359553492550397
Casa Amarela,9112326.465,287770.32,2009,mai,26.366307394438653
Alto JosÃ© BonifÃ¡cio,9113759.53,288635.574,2009,mai,26.375661903278697
Morro da ConceiÃ§Ã£o,9112984.079,288535.632,2009,mai,26.377501671904792
Alto JosÃ© do Pinho,9112751.629,289283.565,2009,mai,26.34070143402085
Vasco da Gama,9113922.665,287550.762,2009,mai,26.348810754228
Monteiro,9112251.966,286935.676,2009,mai,26.347630691804287
Apipucos,9113185.175,285711.387,2009,mai,26.361743800470585
Alto do MandÃº,9112720.118,286967.594,2009,mai,26.334189251313767
