bairro,latitude,longitude,ano,mes,temperatura
Santo AntÃ´nio,9108146.872,292305.893,2014,nov,26.085511899193293
SÃ£o JosÃ©,9106966.415,291028.633,2014,nov,26.037432018353524
Recife Antigo,9109085.741,292919.623,2014,nov,26.57574744918813
Cabanga,9106406.495,290656.46,2014,nov,27.5154744852048
Coelhos,9107760.014,291308.772,2014,nov,22.957484031106556
Ilha do Leite,9107978.96,291077.482,2014,nov,25.379631750414728
PaissandÃº,9108194.842,290416.08,2014,nov,26.23940091740084
Ilha Joana Bezerra,9107310.114,290425.748,2014,nov,27.195959793770943
Boa Vista,9109077.387,290876.732,2014,nov,24.77108580952966
Soledade,9108960.796,291276.183,2014,nov,25.56503700179123
Santo Amaro,9109946.116,291880.247,2014,nov,25.45113918612497
Dois Unidos,9115506.345,288388.799,2014,nov,26.15034132442023
Beberibe,9114586.482,290525.705,2014,nov,26.232800346978323
Linha do Tiro,9114233.62,289504.946,2014,nov,24.672251084383984
Ãgua Fria (Plana),9113172.84,291071.501,2014,nov,26.76619997005327
Ãgua Fria (Alta),9113472.429,290156.813,2014,nov,27.771246250036043
Porto da Madeira,9114404.262,291240.722,2014,nov,26.688354835679952
Cajueiro,9113978.874,291787.251,2014,nov,28.713041492572785
Campina do Barreto,9113360.156,292045.138,2014,nov,25.678898540310232
Peixinhos,9113079.242,292663.795,2014,nov,26.974045572269887
Arruda,9112577.585,290778.65,2014,nov,26.715499930847766
Encruzilhada,9111342.984,291147.432,2014,nov,28.61080271668025
Ponto de Parada,9111944.964,291203.258,2014,nov,26.93921560070367
FundÃ£o,9113692.115,291141.885,2014,nov,25.93984230328048
HipÃ³dromo,9111681.871,291492.858,2014,nov,24.60417909584469
Rosarinho,9111613.61,290381.157,2014,nov,24.225299940662804
TorreÃ£o,9110784.651,292131.119,2014,nov,26.26816129950673
Campo Grande,9111851.014,291827.584,2014,nov,25.496568507148964
Alto Santa Terezinha,9113598.2,289883.467,2014,nov,25.16022783196059
Bomba do HemetÃ©rio,9112880.579,289851.021,2014,nov,25.31902288081325
Derby,9108891.462,290104.934,2014,nov,24.36801058638157
GraÃ§as,9110255.798,289708.079,2014,nov,24.980355021219594
Espinheiro,9110331.328,291132.224,2014,nov,26.988872832779908
Aflitos,9110761.843,290578.478,2014,nov,25.61801250456532
Jaqueira,9111017.043,289466.588,2014,nov,25.668355883516977
Tamarineira,9111760.594,289914.716,2014,nov,25.36424277021022
Santana,9110759.51,288467.83,2014,nov,25.79620279582356
Parnamirim,9111469.017,288892.196,2014,nov,26.40987264954005
Casa Forte,9111477.721,288043.907,2014,nov,25.556910214542867
PoÃ§o da Panela,9111288.519,287134.705,2014,nov,24.861292925995517
Casa Amarela,9112326.465,287770.32,2014,nov,26.25989719268713
Alto JosÃ© BonifÃ¡cio,9113759.53,288635.574,2014,nov,25.68413443112
Morro da ConceiÃ§Ã£o,9112984.079,288535.632,2014,nov,25.255954332957923
Alto JosÃ© do Pinho,9112751.629,289283.565,2014,nov,25.249069759847487
Vasco da Gama,9113922.665,287550.762,2014,nov,25.5686495018974
Monteiro,9112251.966,286935.676,2014,nov,26.931959325524723
Apipucos,9113185.175,285711.387,2014,nov,25.214735708347764
Alto do MandÃº,9112720.118,286967.594,2014,nov,26.73659740869288
SÃ­tio dos Pintos,9113652.981,283248.377,2014,nov,24.040744759711615
CÃ³rrego do Jenipapo,9114931.748,285628.687,2014,nov,27.500910273925925
Dois IrmÃ£os,9114316.891,283046.585,2014,nov,27.551356636803437
Macaxeira,9113929.124,286266.928,2014,nov,24.02424484361703
Nova Descoberta,9114374.078,285455.447,2014,nov,27.50278581804107
Brejo de Beberibe,9115426.776,287368.207,2014,nov,25.75474501880051
Guabiraba,9118925.116,280472.66,2014,nov,26.406455784427692
Brejo de Guabiraba,9116011.252,286470.068,2014,nov,26.37447724941257
Passarinho,9117604.478,286529.856,2014,nov,27.22431301446733
Mangabeira,9112583.36,290041.311,2014,nov,24.990670163064447
VÃ¡rzea Baixo,9112566.575,286421.591,2014,nov,25.79600679256635
VÃ¡rzea UR7,9111147.548,281788.536,2014,nov,23.38486891194114
CaxangÃ¡,9112046.853,283641.068,2014,nov,24.663334635488177
Iputinga,9111218.811,284743.585,2014,nov,25.99447453196276
Engenho do Meio,9108934.504,284977.522,2014,nov,26.394274486906973
TorrÃµes,9108474.182,285633.242,2014,nov,25.892970270094004
Cordeiro,9109569.979,286498.08,2014,nov,28.488937349029108
Zumbi,9109369.482,288172.472,2014,nov,25.931341171009933
Torre,9110457.305,288948.15,2014,nov,29.89286658092148
Prado,9108489.273,288218.34,2014,nov,24.85658387919497
Madalena,9109260.52,288708.035,2014,nov,26.293618606343
Ilha do Retiro,9108073.724,289620.413,2014,nov,24.82208066069733
VÃ¡rzea Brasilit,9110245.917,284310.527,2014,nov,27.77993268861808
Cidade UniversitÃ¡ria,9109225.991,284041.371,2014,nov,25.169406609044803
