bairro,latitude,longitude,jan,fev,mar,abr,mai,jun,jul,ago,set,out,nov,dez
Santo Antônio,9108146.872,292305.893,0.9535863641288836,0.07242171119733865,1.498913808700177,2.089068876974136,0.11402846826724966,0.8731304380768075,0.12677518889542028,2.231675994077347,5.9370652036320575,0.23984169818912893,4.206498414877641,1.711570554454736
São José,9106966.415,291028.633,2.06831418051934,1.4883129248979874,3.159988224398485,0.9652300127775331,1.5521779804045401,0.05826826445503763,1.0536514858793717,0.43196256173120995,0.7516569280656049,2.9797815570239568,2.1100605181055188,2.037492702792912
Recife Antigo,9109085.741,292919.623,0.613056529746481,2.7550034621116213,1.8654599965774332,1.8377607715454964,4.8078572238973925,1.0897942887451069,0.1554175336351813,2.1302657923421817,1.7554051893347085,1.4196554780720403,2.194315467697395,3.250533746480328
Cabanga,9106406.495,290656.46,1.6123690849320313,0.7959447611998262,1.5181990473356528,2.8063809678998384,2.7835310123171486,0.8087567899045217,2.7291465182536507,0.7184566478888174,0.912643608757467,0.8247298862752702,3.9928619114081814,3.617657967926868
Coelhos,9107760.014,291308.772,1.3800755804430442,1.2362043809798258,2.4788740650837977,0.660906702834837,2.2879924714891544,1.8104556131457223,0.5203800898805175,0.016861391085811084,5.169606060260451,1.1607779219158223,1.5758678871861023,4.196961267251947
Ilha do Leite,9107978.96,291077.482,0.6751479430990266,3.7748620994647775,2.900102584583891,0.11553421406895237,0.5098958157281992,1.946516005160147,0.6595222594384382,0.4801005060035557,3.2901975066230427,0.6479122792521324,0.4989608745964811,4.745539177216528
Paissandú,9108194.842,290416.08,4.69538818057401,0.9318069139039502,2.501275145417634,0.24985740395486022,1.7100954961913235,1.4026753973684414,1.5946393128117466,2.628159792683208,1.0442062918898445,0.6224520280761532,1.5305701910892653,1.7145262041634513
Ilha Joana Bezerra,9107310.114,290425.748,0.46855089748741063,4.724549122485347,1.8835024818727537,2.150008596827008,0.7415860122263613,2.4606518808195275,3.767866228230634,1.7902588233978685,0.5491162798295224,4.369048236791925,3.173938328072393,4.277514949737971
Boa Vista,9109077.387,290876.732,5.232052608471938,0.7138534568599628,0.1421113433472312,0.6117832173966261,3.587073863899837,1.0141336106366774,1.4232332247568493,2.0289233306147474,0.6059543690587952,0.8943474417064028,1.5032504312243429,0.4114047895040369
Soledade,9108960.796,291276.183,2.221319405974705,2.397670160402396,0.030220808785962783,0.4722232956069303,3.409270634818246,1.608546715353751,2.778201259120931,3.911264407157518,0.6320297943579551,1.8826767736276526,2.3229677349165385,1.6390167533650395
Santo Amaro,9109946.116,291880.247,1.4714488798534688,3.8356353014720526,2.205124606588062,0.26452615401890744,2.8616668297211647,1.6962550037162973,0.15309856126988874,3.1596150613519516,2.1538573816205338,1.2845016478707887,3.7841218424219285,0.47059438456706904
Dois Unidos,9115506.345,288388.799,0.265380351429763,0.8779777327491282,0.1486621828448944,1.815861169726139,4.633813999617801,1.436025888487469,2.208013234504214,1.455763922612103,4.716420595045745,1.4965266377431932,2.2386030634033283,1.0844106362331554
Beberibe,9114586.482,290525.705,2.0657403568717383,1.4453163805256688,0.7082130818146644,3.2346223402253313,2.3027690921885964,0.880254247767243,0.9336650813845736,0.5682199151368335,0.44759283758615176,1.6417653985831184,1.2620991328377174,1.6893224663029485
Linha do Tiro,9114233.62,289504.946,1.2012579004724258,0.20275801596660137,2.2073877606028556,2.362772527772849,0.5430455339708893,2.3005478942918214,1.5759754271964943,0.4185937120125842,0.12562555484583338,1.1341434300706332,2.3569967426158915,3.5421801061432108
Água Fria (Plana),9113172.84,291071.501,1.530210318906548,2.3255852446941256,0.6002346422869218,1.2125906548325518,0.05068195992509761,4.4511350755701535,3.931947751485929,1.6266427667171284,1.637757438867843,3.7646695883079575,5.713620521108921,0.01650639783061658
Água Fria (Alta),9113472.429,290156.813,4.605417775789397,0.4260755475393314,2.50044441017454,1.1102141553175346,1.1488717764136285,0.08293474707849313,2.691128643997458,1.236350581243671,2.734141663316107,0.9685020239915112,1.0473102160909034,1.4309468679127324
Porto da Madeira,9114404.262,291240.722,4.175815088071276,2.8609312609653434,0.9387927664652014,0.3595169605160604,2.4622964876942977,2.2235151361953798,0.6468409156947832,2.877684707471722,5.9451265583598305,0.9571871487547395,0.15594105659010604,0.15253714137130014
Cajueiro,9113978.874,291787.251,1.5301010175932117,0.44582687362702433,0.4619503402091918,0.15551058597792577,2.436536918811201,1.0719733860487735,0.08468139447128475,1.662574822064086,1.6427884189205642,1.9946949921327344,0.1702038642964514,1.7626851755841437
Campina do Barreto,9113360.156,292045.138,3.2833516002550454,4.575361141581141,3.7823324728552246,0.807711402331711,0.625161238232679,0.2924382495077007,4.017077825931391,1.6931670468973488,1.2531410157762042,1.1159976569299732,2.6407100249369266,1.4245731321877337
Peixinhos,9113079.242,292663.795,1.381531135528176,1.5352733142831794,2.202726251475151,1.739127380742836,0.5533346009562082,2.261057631593697,0.3721433633089577,2.2602575458655223,1.1512938870023062,0.6056643059052744,2.5494957506683367,0.6912892718290649
Arruda,9112577.585,290778.65,2.1421247538262214,0.806245742539706,1.292466301431059,2.2006348034053436,2.0393303834169805,0.601953848562242,3.1970589141360946,2.092951016508871,1.165542317987785,1.1195879924564538,0.657301024315663,1.623114586797939
Encruzilhada,9111342.984,291147.432,3.916824333069357,1.6803370472496681,0.6050666444866588,1.6929537787138476,0.9024212627522112,2.153850212815178,0.5217453834034718,3.0189507529265,0.5123464380317622,0.7011903483286313,0.012764967364197632,2.391626786054695
Ponto de Parada,9111944.964,291203.258,1.3704676078458586,3.77175163470445,0.2632287086741911,2.4000887582709485,2.9057507380253815,2.8537377371263033,1.1645570005749655,2.233515185555148,0.8315810885885875,1.6450879060216268,1.1680729058727177,3.1511413929492047
Fundão,9113692.115,291141.885,1.3381942049085083,0.1845972716364641,2.554817117834066,1.2296008424793474,0.35152938035260584,0.8938368727416787,0.1072133704306879,4.785945982285055,0.4292049739862094,3.857701273141745,1.1272480212135862,0.6656714761059863
Hipódromo,9111681.871,291492.858,1.2281828868510614,0.533658137627679,2.963996638929175,2.021428062215093,5.009416415357363,4.0238129070843565,1.4582250864159867,0.7857183664053277,2.465897264899293,1.4092551352531282,4.324712814224347,3.123160680480379
Rosarinho,9111613.61,290381.157,1.4645375224419555,0.6039148102666958,2.0813224219691495,2.204550617400015,0.7267250838324569,2.535129959119377,0.4796389749019143,0.2577046198629802,0.6623480800196364,2.475104221635954,3.5008814033255096,4.25296880446304
