bairro,latitude,longitude,jan,fev,mar,abr,mai,jun,jul,ago,set,out,nov,dez
Santo Antônio,9108146.872,292305.893,26.587305937677883,29.34593185288058,29.27791399595738,26.46522371518771,25.51774206095917,25.727807874828187,22.64863575993833,25.43635749584355,25.62357071509101,25.590876982655942,26.723788186712188,25.947211739213127
São José,9106966.415,291028.633,25.99211205372466,29.597085624977883,28.41761796368412,27.281809432579575,24.89028272099413,24.746162624615582,26.642167740402826,25.338360957169737,23.76156698985844,25.06511118875286,24.686454231442866,27.93699164927393
Recife Antigo,9109085.741,292919.623,25.124465230277373,27.109480796518575,29.851894471563252,28.084583718036868,25.891066910377102,25.29394465219519,24.274775457807976,23.98548670059085,25.415282347714985,24.771755120264853,26.348059717488642,27.76742605166412
Cabanga,9106406.495,290656.46,24.807855890111217,28.742405419275748,27.1601775943256,27.99924003771378,26.966529177984288,24.51903062821726,23.633859326287478,24.015173059942555,22.559450870675796,25.992459863890193,25.306199866855554,26.533834879578876
Coelhos,9107760.014,291308.772,25.842500098425656,28.47317657271441,27.371610641603077,28.16398181193356,26.988259050243435,24.45092208282091,25.28190043800315,24.569289284974147,24.001398802955702,26.583298484897316,26.561673282302923,26.42588627609557
Ilha do Leite,9107978.96,291077.482,25.47535101157951,27.48372799926861,26.860711108650534,26.244690588834217,25.02691268157974,24.84093517821354,24.46199973753773,25.435932279137816,24.456201145343893,27.92087635402606,26.447843009911075,26.437290510139675
Paissandú,9108194.842,290416.08,25.481617200119995,29.567453968465696,27.921607129335538,27.111941419628053,25.12324319809636,25.714157731016,24.213877607328705,24.116538535994493,24.409820412980622,26.01536946157014,25.091888021395633,27.63762966324828
Ilha Joana Bezerra,9107310.114,290425.748,27.92011523371234,27.667892318528892,28.82661598213203,26.82439330812447,28.104886123455145,23.493125237642058,22.657021000793918,24.988535300179237,25.741158228058868,25.668083098799595,26.92532721254692,26.306928278440154
Boa Vista,9109077.387,290876.732,25.58579175661867,25.797007291515943,28.732761561354838,27.284180489800573,25.655108578764366,23.947477249327513,24.284457430134005,23.782490230604353,24.173678198968172,25.39461607697895,25.0190428365965,27.07718768022989
Soledade,9108960.796,291276.183,27.65396360651644,27.052611812585575,28.693959691002362,26.49655053376834,23.86311999974638,24.46453647049945,23.561069622700675,24.78850822711783,25.923331332611774,25.020777069178923,28.146394336071953,24.81564584104654
Santo Amaro,9109946.116,291880.247,28.93084645751642,27.185676932600273,28.37864874283049,27.703516931892242,26.699239646532483,25.26488299875401,25.15571031290389,22.09090505325331,26.8664918411366,25.96749475161552,27.610808909589945,27.274672463017318
Dois Unidos,9115506.345,288388.799,27.76796395265946,29.122904033234054,29.48984941964016,25.289726792289784,24.027956910478228,24.141220664207225,23.768687837011804,25.254639715125332,24.235451195243062,26.04939035404125,27.57829878290783,26.725460866508346
Beberibe,9114586.482,290525.705,25.96648807805508,27.68726389463889,29.831061431875177,28.117657554927945,26.567725073352804,24.43523985928301,24.213983286742213,23.203624942680076,24.86463029452046,26.187335303100944,25.811031123028894,28.14583439837423
Linha do Tiro,9114233.62,289504.946,27.4097191527742,26.864990179302076,28.352026886962644,25.975707843453414,24.994010157917394,24.093374213940162,25.601859187391035,24.753630296827335,24.455311027964747,24.946893295283584,25.444563013645894,26.614978139111443
Água Fria (Plana),9113172.84,291071.501,27.355827063243062,28.37682420223122,28.811252530076747,27.050328456105603,24.11351714829376,25.084804563874133,24.030642140668068,23.57823357343548,25.162379606945755,25.994427613981866,26.46012575013742,25.648429461421685
