bairro,latitude,longitude,ano,mes,temperatura
AFLITOS,9110884.0,290992.0,2020,jul,25.1173475888436
AFOGADOS,9106661.8,289910.65,2020,jul,21.869449554679463
AGUA FRIA,9113343.0,290787.7,2020,jul,24.777049848532045
ALTO DO MANDU,9112712.9,287498.0,2020,jul,23.482750180722697
ALTO JOSE BONIFACIO,9113775.0,289181.0,2020,jul,25.367896624917915
ALTO JOSE DO PINHO,9112846.0,289698.0,2020,jul,24.111727833337163
ALTO SANTA TEREZINHA,9113502.0,289671.0,2020,jul,24.849380490357028
APIPUCOS,9113095.0,286390.0,2020,jul,23.864967609925827
AREIAS,9104782.0,287566.7,2020,jul,24.351653980928216
ARRUDA,9112449.1,291553.7,2020,jul,23.82522796955857
BARRO,9104647.9,285112.8,2020,jul,24.520187101451334
BEBERIBE,9114684.0,290898.0,2020,jul,23.550657872376377
BOA VIAGEM,9101556.0,290274.0,2020,jul,23.552393013240597
BOA VISTA,9108394.0,292017.0,2020,jul,25.53316241711797
BOMBA DO HEMETERIO,9112839.1,290413.0,2020,jul,23.778575069292813
BONGI,9107910.4,288238.4,2020,jul,25.206200111745275
BRASILIA TEIMOSA,9106073.0,292947.0,2020,jul,26.064859035266444
BREJO DA GUABIRABA,9116097.0,287054.0,2020,jul,24.291036388291687
BREJO DE BEBERIBE,9115386.1,287902.9,2020,jul,24.54910078267532
CABANGA,9106392.0,290894.3,2020,jul,25.664260714651817
CACOTE,9104023.9,287032.9,2020,jul,24.45941849322405
CAJUEIRO,9113888.0,292172.0,2020,jul,24.44544866288522
CAMPINA DO BARRETO,9113399.0,292574.0,2020,jul,24.18098258417585
CAMPO GRANDE,9111728.0,292874.0,2020,jul,24.499355180045097
CASA AMARELA,9112482.0,288643.0,2020,jul,26.757719938092983
CASA FORTE,9111470.0,288586.0,2020,jul,24.86653358631862
CAXANGA,9111832.0,285184.0,2020,jul,24.669349152762106
CIDADE UNIVERSITARIA,9109172.0,284920.0,2020,jul,25.542905093343645
COELHOS,9107816.0,291882.0,2020,jul,25.400794807420347
COHAB,9101433.0,284767.0,2020,jul,24.22236084849768
COQUEIRAL,9105465.0,283108.0,2020,jul,24.39059464445188
CORDEIRO,9109547.0,287467.0,2020,jul,23.98316457657872
CORREGO DO JENIPAPO,9114488.0,286627.0,2020,jul,26.701887033028
CURADO,9107651.0,283800.0,2020,jul,23.5652485352179
DERBY,9108825.0,290723.0,2020,jul,24.893736618822174
DOIS IRMAOS,9114707.0,284762.0,2020,jul,23.58034036013811
DOIS UNIDOS,9115967.0,289395.0,2020,jul,23.60163911298685
ENCRUZILHADA,9111158.0,291613.0,2020,jul,24.315528202141525
ENGENHO DO MEIO,9108934.0,285940.0,2020,jul,24.379874196889595
ESPINHEIRO,9110478.0,291571.0,2020,jul,25.7793784075618
ESTANCIA,9105647.0,287423.0,2020,jul,23.832737271082387
FUNDAO,9113575.6,291651.2,2020,jul,24.65356334979333
GRACAS,9110179.5,290528.0,2020,jul,24.2929317330889
GUABIRABA,9120358.0,284635.0,2020,jul,25.24155035199904
HIPODROMO,9111621.2,292022.4,2020,jul,24.499205099194697
IBURA,9101668.1,287104.4,2020,jul,23.04226035028529
ILHA DO LEITE,9107953.6,291260.0,2020,jul,22.45705095054408
ILHA DO RETIRO,9108164.9,290198.2,2020,jul,24.43950474129815
ILHA JOANA BEZERRA,9107504.0,290753.0,2020,jul,25.360413451465227
IMBIRIBEIRA,9103837.8,289440.3,2020,jul,24.99550023384656
IPSEP,9103015.3,288448.0,2020,jul,26.27988262277599
IPUTINGA,9110794.2,286487.9,2020,jul,23.13689747454365
JAQUEIRA,9111235.3,290316.6,2020,jul,23.41818537227056
JARDIM SAO PAULO,9106260.1,285989.0,2020,jul,22.85781587101002
JIQUIA,9105794.0,288086.0,2020,jul,24.76155794941065
JORDAO,9100464.0,286239.0,2020,jul,23.48444444067222
LINHA DO TIRO,9114147.0,290008.0,2020,jul,24.10572282683316
MACAXEIRA,9113886.0,287156.0,2020,jul,25.051530448608688
MADALENA,9109267.0,289691.0,2020,jul,24.70516618010028
MANGABEIRA,9112518.0,290270.0,2020,jul,23.60714892401207
MANGUEIRA,9106721.0,288365.0,2020,jul,24.470278436015278
MONTEIRO,9112291.0,287425.0,2020,jul,24.48977347889591
MORRO DA CONCEICAO,9113078.0,288997.0,2020,jul,25.116521032357007
MUSTARDINHA,9107205.0,288581.0,2020,jul,24.342437596027175
NOVA DESCOBERTA,9115154.0,287233.0,2020,jul,24.80823456387949
PAISSANDU,9108269.0,290754.0,2020,jul,24.434956163344754
PARNAMIRIM,9111464.0,289457.0,2020,jul,23.910184680355567
PASSARINHO,9117218.0,288021.0,2020,jul,23.211586390847355
PAU FERRO,9118853.0,282335.0,2020,jul,25.23801426984288
