bairro,latitude,longitude,jan,fev,mar,abr,mai,jun,jul,ago,set,out,nov,dez
AFLITOS,9110884.0,290992.0,67.52224822646761,85.76708747749225,80.72853390946194,70.30703699996204,84.18834564620896,77.60358980127093,78.6651195506562,70.80560859500207,68.30613012029904,71.49209181535272,61.3674231126965,72.2601387317822
AFOGADOS,9106661.8,289910.65,64.35043991533637,68.47528722086707,79.33691764146437,77.63307882163862,84.60180156988743,69.98178953103292,76.26993521131936,76.88513289122761,69.47353668223064,71.04887671152379,53.88666629193471,62.89000137995231
AGUA FRIA,9113343.0,290787.7,72.02673347849529,70.75711671776052,77.72750136317424,86.18447224459969,74.96796677299562,77.11039646345587,79.86572126772714,73.96808339486586,59.948786099851525,69.47060096110245,63.792808521368386,66.66379807514244
ALTO DO MANDU,9112712.9,287498.0,74.71547418914707,79.08982539641745,77.77325113976697,73.50126108642414,82.11570276409739,77.00366892000217,79.60803954614192,71.88825339206134,64.79409717916438,63.50175593164697,66.69967401868665,68.84247039598898
ALTO JOSE BONIFACIO,9113775.0,289181.0,75.19004312635035,70.2776190500015,75.4667746410118,76.5543606490782,73.64328166131155,77.55179132580882,79.58689239522288,71.64795825103774,72.72821767697548,63.884404603961045,62.80814031880119,67.96067597038832
ALTO JOSE DO PINHO,9112846.0,289698.0,66.99091159823456,75.27042165129146,79.11722154521063,78.290851513454,71.79054673436713,79.57907650107407,74.35081000033821,70.59293689270383,69.55926570626778,64.94022387324841,60.01214156682897,69.20935921837392
ALTO SANTA TEREZINHA,9113502.0,289671.0,66.06105500704192,65.200290919115,72.23452753965836,72.56238880682446,74.43318749317083,76.2192671782093,74.98900847269981,71.75392109831533,65.60198954767519,59.2766132881322,76.67828922193867,67.67795286075454
APIPUCOS,9113095.0,286390.0,74.5157391366519,75.31224607385128,74.23496072144532,75.7645763783478,79.97571746479646,78.72148864033498,78.01897612621258,75.53334843506151,68.66836168899479,60.02252043845882,64.2351875885925,60.69042746022251
AREIAS,9104782.0,287566.7,71.21602950612025,79.16742605520265,73.62323355988289,83.25729729689823,89.17167756029926,83.08079796584968,78.97760565676269,65.37965005987002,69.78871640214429,64.0819656059429,61.33743335867454,65.25146523671302
ARRUDA,9112449.1,291553.7,60.997640793263855,67.08689311863664,82.21497385353298,85.34742455042698,80.75546419740259,78.65764215445526,80.78345299127263,73.17132877537932,70.72623310358347,64.49555292120615,60.06089830834914,72.30301431091542
BARRO,9104647.9,285112.8,69.5086859583822,75.39887466680923,88.34444526497857,70.23892616162385,78.96616163830876,76.32619500413922,78.07682038723735,68.7801101415276,76.86770299353373,60.484676339967045,69.31802062739945,72.06401056101286
BEBERIBE,9114684.0,290898.0,73.91712225264703,60.54267878471309,82.00824343109446,71.67673530034934,77.88203146226218,78.28146993164478,78.71919918447232,67.96839675694689,65.75867520525573,68.87502452844744,68.17605846325375,67.16739843756969
BOA VIAGEM,9101556.0,290274.0,81.1250684027978,67.30480358449138,76.36654963435085,78.53177293726387,78.42550231600481,78.72790074110154,81.60479094973552,70.07984585476667,70.6776296350676,70.87140002361777,75.22800216231708,69.73600606773293
BOA VISTA,9108394.0,292017.0,68.93707709256945,63.97528181930699,74.38906545976958,78.902860172409,76.10945591288728,78.1339077654669,76.49606316317245,70.87733243433664,72.73950380633012,69.08925720699142,65.92005081655255,74.73385161942927
BOMBA DO HEMETERIO,9112839.1,290413.0,71.96716584983407,73.95101253666341,85.30832078881191,76.53247841238317,66.5051594245411,74.76745018444524,76.82887899906521,77.93273591254341,67.7711799970175,60.04086501279864,57.78305262673383,65.10979166358358
BONGI,9107910.4,288238.4,78.70645118750232,71.00785509865537,78.35499523216639,86.48326199208894,80.77570703604559,77.96388971918118,76.74734863522451,71.31637380269386,66.32232033519948,57.9210690085807,74.79556940460472,63.480527887636114
BRASILIA TEIMOSA,9106073.0,292947.0,72.20115411785484,71.13828313242784,77.76640987776433,70.69973607425221,80.61446815400852,80.4407816668422,74.83373629510618,63.65747464454254,68.60899234870645,63.846682329806015,62.43442812407456,65.36332140895608
BREJO DA GUABIRABA,9116097.0,287054.0,53.493473078722644,77.95798147513227,77.8498171577306,70.58894095719234,79.18082793487973,79.77797758324846,80.25739520889046,70.31590284467204,69.49970992909559,61.68775123423138,62.66997994147775,69.38369907460334
BREJO DE BEBERIBE,9115386.1,287902.9,62.58093211442813,81.15445384169503,80.3261663240948,70.9503646721216,79.25607217543126,75.50967610880163,81.03028127466781,73.93119199680135,70.43365366172274,67.06215973458195,63.53729871939692,66.39455311418985
CABANGA,9106392.0,290894.3,70.82442614866127,77.73505517483888,86.06789782199526,84.18188718353272,82.67217448250736,76.12868021954915,78.85447913938546,76.31859761832597,69.94703466566462,59.323458561663195,68.7602577248701,61.86633850259542
CACOTE,9104023.9,287032.9,64.19785416719102,81.95670972804888,76.48093507319035,73.45234110326058,84.26860064083814,78.22507367290558,79.83753229113718,68.43087860742152,74.66829778168379,48.972584756837776,69.53764987235523,69.9914216609926
CAJUEIRO,9113888.0,292172.0,73.93784129500159,80.9128874213914,73.568823208228,83.62150875727808,82.55693024859194,73.94835105161837,75.59915349244402,72.2341155877585,68.86350550335052,64.59716548090006,68.38450061137243,67.95646015366728
CAMPINA DO BARRETO,9113399.0,292574.0,74.10916658473694,72.62649716560739,87.24386682091787,77.47649260910038,73.25764876065665,80.45980899382997,80.06315079493328,76.31468743905796,62.728534191671045,67.91206013617568,59.95789072575694,63.7340192671557
CAMPO GRANDE,9111728.0,292874.0,67.5368817753044,71.33461098748576,74.96615597737367,85.14672719176559,78.80945840188973,78.31088949933664,78.2195095434626,67.23630965198095,70.96052008884051,70.772120972179,62.78274251503789,72.08913780636433
CASA AMARELA,9112482.0,288643.0,76.62003747618057,78.7728034848622,73.96805311064116,84.23761086246273,78.87139211033893,76.23871410820543,80.27095173421752,67.71364438458463,67.39023484917234,62.81412873336942,66.54786003035963,63.89954943008588
