"latitude","longitude","cb4","t1b4","t2b4","p1b4","p2b4","v1b4","v2b4","ur1b4","ur2b4","cb5","t1b5","t2b5","p1b5","p2b5","v1b5","v2b5","ur1b5","ur2b5","cb6","t1b6","t2b6","p1b6","p2b6","v1b6","v2b6","ur1b6","ur2b6","cb1","t1b1","t2b1","p1b1","p2b1","v1b1","v2b1","ur1b1","ur2b1","cb2","t1b2","t2b2","p1b2","p2b2","v1b2","v2b2","ur1b2","ur2b2","cb3","t1b3","t2b3","p1b3","p2b3","v1b3","v2b3","ur1b3","ur2b3","predicao","NA"
-8.00401645029748,-34.9288955576957,1,7.03191488914819,24.0629307194991,24.47955506408,43.0313076120951,39.5367213967718,1.71437483559107,1.90680225876234,79.9330833475112,78.8029033212521,4.85106382280166,25.152330704586,26.5737063398964,19.8018338619585,6.33686009355666,1.81335344624119,2.14512892061556,75.8311076920164,71.2708616930671,4.0212765903939,27.176608299664,27.396818418228,24.677593871249,24.1625473915274,2.13992694120599,2.18964716364743,70.634432274733,71.0342874544164,3.51063828944373,27.0006392981135,27.4684469330616,56.4478706562583,42.6628066288363,1.90850670587011,1.51457238560296,75.2190145318892,78.4160693366674,9.63829786373554,27.5240365557414,26.5747935071724,66.9107738983537,112.703693564453,1.47078728275679,1.34711175826716,78.6601998201241,81.4545866616663,20.6914893470821,26.3113839821322,25.0078600808779,91.1003626028556,91.1003626028556,0.838182542656571,1.67837612598305,82.0690464396842,82.7211496658496,23.8297872455876
-8.06168438924234,-34.8733494958102,1,7.03191488913912,24.062930719499,24.4795550640787,43.0313076120901,39.5367213967888,1.71437483559026,1.90680225876176,79.9330833475091,78.8029033212555,4.85106382279281,25.1523307045857,26.573706339896,19.8018338619604,6.33686009355449,1.81335344624089,2.14512892061554,75.8311076920117,71.27086169307,4.0212765903893,27.176608299663,27.3968184182268,24.6775938712638,24.1625473915197,2.13992694120666,2.18964716364857,70.6344322747313,71.0342874544141,3.510638289434,27.0006392981138,27.4684469330614,56.447870656278,42.6628066288274,1.90850670586806,1.51457238560238,75.2190145318878,78.4160693366607,9.63829786370882,27.5240365557401,26.5747935071729,66.9107738983602,112.703693564459,1.47078728275806,1.34711175826679,78.6601998201207,81.4545866616668,20.6914893470608,26.3113839821329,25.0078600808776,91.1003626028701,91.1003626028701,0.838182542655997,1.6783761259849,82.0690464396815,82.7211496658481,23.8297872455925
-7.93257714799535,-34.9360950814292,0,7.03191488915334,24.0629307194986,24.4795550640807,43.0313076121066,39.5367213967609,1.71437483559235,1.90680225876266,79.9330833475131,78.8029033212503,4.85106382280859,25.1523307045857,26.5737063398967,19.8018338619569,6.33686009355973,1.81335344624185,2.14512892061441,75.8311076920162,71.2708616930649,4.02127659039873,27.176608299664,27.3968184182293,24.6775938712371,24.1625473915288,2.13992694120566,2.18964716364659,70.6344322747361,71.0342874544189,3.51063828945188,27.0006392981137,27.4684469330615,56.4478706562565,42.6628066288419,1.90850670587117,1.51457238560303,75.2190145318896,78.4160693366705,9.63829786374746,27.5240365557411,26.5747935071726,66.9107738983403,112.703693564462,1.47078728275574,1.34711175826746,78.6601998201268,81.4545866616658,20.6914893470972,26.3113839821319,25.0078600808781,91.1003626028826,91.1003626028826,0.838182542657426,1.67837612598144,82.0690464396863,82.7211496658506,23.8297872455783
-7.97853294908388,-34.9472933810312,0,7.03191488915158,24.062930719499,24.4795550640805,43.0313076120979,39.5367213967652,1.71437483559146,1.90680225876256,79.9330833475121,78.8029033212509,4.85106382280517,25.1523307045861,26.5737063398966,19.8018338619577,6.33686009355766,1.81335344624135,2.14512892061545,75.8311076920179,71.270861693066,4.02127659039585,27.1766082996643,27.3968184182285,24.6775938712431,24.16254739153,2.13992694120574,2.18964716364698,70.6344322747339,71.0342874544174,3.51063828944764,27.0006392981135,27.4684469330617,56.4478706562519,42.6628066288397,1.90850670587087,1.51457238560316,75.2190145318896,78.4160693366698,9.63829786374523,27.5240365557417,26.5747935071722,66.9107738983503,112.703693564452,1.47078728275628,1.34711175826731,78.6601998201255,81.4545866616662,20.6914893470904,26.3113839821319,25.007860080878,91.1003626028537,91.1003626028537,0.83818254265684,1.6783761259823,82.0690464396853,82.7211496658501,23.8297872455852
-8.02404891491036,-34.8754038836498,1,7.03191488914167,24.0629307194988,24.479555064079,43.0313076120963,39.5367213967833,1.71437483559094,1.90680225876192,79.9330833475101,78.8029033212546,4.85106382279634,25.1523307045855,26.5737063398962,19.8018338619595,6.33686009355612,1.81335344624125,2.1451289206149,75.8311076920113,71.2708616930689,4.02127659039183,27.1766082996631,27.3968184182275,24.6775938712577,24.1625473915202,2.1399269412065,2.18964716364814,70.6344322747329,71.0342874544153,3.51063828943819,27.0006392981139,27.4684469330613,56.4478706562776,42.6628066288302,1.90850670586858,1.5145723856024,75.219014531888,78.4160693366622,9.6382978637145,27.5240365557399,26.574793507173,66.910773898353,112.703693564464,1.47078728275752,1.34711175826694,78.6601998201221,81.4545866616665,20.6914893470684,26.3113839821327,25.0078600808776,91.1003626028857,91.1003626028857,0.838182542656452,1.67837612598407,82.0690464396825,82.7211496658485,23.8297872455875
-8.00597045663272,-34.9068275471276,1,7.03191488914589,24.0629307194989,24.4795550640797,43.0313076120967,39.5367213967757,1.71437483559113,1.90680225876219,79.9330833475109,78.802903321253,4.85106382280004,25.1523307045858,26.5737063398963,19.8018338619588,6.33686009355671,1.81335344624127,2.14512892061517,75.8311076920142,71.2708616930676,4.02127659039346,27.1766082996636,27.3968184182279,24.6775938712516,24.1625473915245,2.13992694120617,2.18964716364765,70.6344322747333,71.0342874544162,3.51063828944212,27.0006392981137,27.4684469330615,56.4478706562663,42.6628066288342,1.90850670586956,1.51457238560273,75.2190145318887,78.4160693366655,9.63829786372769,27.5240365557407,26.5747935071727,66.9107738983521,112.703693564459,1.470787282757,1.34711175826709,78.6601998201234,81.4545866616664,20.6914893470777,26.3113839821324,25.0078600808778,91.1003626028708,91.1003626028708,0.838182542656599,1.67837612598333,82.0690464396837,82.7211496658492,23.8297872455867
-8.05027908873176,-34.8793706870735,0,7.03191488914043,24.062930719499,24.4795550640789,43.0313076120915,39.5367213967862,1.71437483559044,1.90680225876185,79.9330833475095,78.8029033212551,4.85106382279423,25.1523307045857,26.5737063398961,19.80183386196,6.33686009355495,1.81335344624097,2.14512892061545,75.8311076920121,71.2708616930696,4.02127659039015,27.1766082996631,27.396818418227,24.6775938712614,24.1625473915205,2.13992694120656,2.18964716364839,70.6344322747318,71.0342874544145,3.51063828943561,27.0006392981138,27.4684469330614,56.4478706562759,42.6628066288287,1.90850670586835,1.51457238560244,75.219014531888,78.4160693366616,9.6382978637124,27.5240365557402,26.5747935071729,66.9107738983585,112.703693564459,1.47078728275785,1.34711175826685,78.6601998201212,81.4545866616667,20.6914893470641,26.3113839821328,25.0078600808776,91.1003626028709,91.1003626028709,0.838182542656122,1.67837612598458,82.0690464396819,82.7211496658482,23.8297872455912
-8.12972706596067,-34.9422005464073,0,7.03191488914165,24.0629307195001,24.4795550640794,43.0313076120727,39.5367213967866,1.7143748355887,1.90680225876193,79.9330833475082,78.8029033212544,4.85106382279116,25.152330704587,26.5737063398961,19.801833861961,6.33686009355108,1.81335344623989,2.14512892061807,75.8311076920194,71.2708616930704,4.02127659038574,27.1766082996643,27.3968184182257,24.6775938712673,24.1625473915285,2.13992694120636,2.18964716364867,70.6344322747273,71.0342874544123,3.51063828943101,27.0006392981131,27.468446933062,56.4478706562524,42.6628066288286,1.90850670586888,1.51457238560312,75.2190145318889,78.4160693366641,9.63829786372348,27.5240365557426,26.5747935071717,66.9107738983796,112.703693564431,1.47078728275843,1.34711175826672,78.66019982012,81.4545866616675,20.6914893470603,26.3113839821325,25.0078600808778,91.100362602789,91.100362602789,0.838182542655005,1.6783761259856,82.0690464396811,82.7211496658482,23.8297872456055
-8.09932662971489,-34.901247339771,0,7.03191488913952,24.0629307194995,24.4795550640789,43.0313076120813,39.5367213967893,1.71437483558944,1.90680225876179,79.9330833475085,78.8029033212553,4.85106382279123,25.1523307045863,26.573706339896,19.8018338619608,6.33686009355267,1.81335344624039,2.14512892061674,75.8311076920149,71.2708616930705,4.02127659038719,27.1766082996635,27.3968184182261,24.6775938712668,24.1625473915232,2.13992694120657,2.18964716364872,70.6344322747293,71.0342874544129,3.5106382894317,27.0006392981135,27.4684469330617,56.4478706562675,42.6628066288272,1.90850670586827,1.51457238560268,75.2190145318882,78.4160693366617,9.63829786371342,27.5240365557412,26.5747935071724,66.9107738983701,112.703693564446,1.47078728275835,1.34711175826672,78.6601998201201,81.4545866616672,20.6914893470586,26.3113839821327,25.0078600808776,91.1003626028327,91.1003626028327,0.838182542655471,1.6783761259854,82.069046439681,82.7211496658479,23.8297872455991
-8.05867842936621,-34.9184955674245,1,7.03191488914375,24.0629307194994,24.4795550640795,43.0313076120868,39.5367213967809,1.71437483559011,1.90680225876206,79.9330833475097,78.8029033212538,4.85106382279604,25.1523307045863,26.5737063398962,19.8018338619598,6.33686009355434,1.8133534462407,2.14512892061634,75.8311076920161,71.2708616930689,4.02127659039013,27.1766082996638,27.3968184182269,24.6775938712586,24.1625473915257,2.13992694120628,2.18964716364812,70.6344322747308,71.0342874544145,3.51063828943718,27.0006392981135,27.4684469330617,56.4478706562616,42.6628066288315,1.90850670586919,1.51457238560286,75.2190145318887,78.4160693366646,9.63829786372474,27.5240365557414,26.5747935071723,66.9107738983636,112.703693564448,1.47078728275764,1.34711175826693,78.6601998201219,81.4545866616669,20.6914893470697,26.3113839821324,25.0078600808778,91.1003626028385,91.1003626028385,0.838182542655929,1.67837612598434,82.0690464396825,82.7211496658487,23.8297872455945
-8.03761348776345,-34.8915285791449,1,7.03191488914241,24.062930719499,24.4795550640792,43.0313076120926,39.5367213967825,1.71437483559062,1.90680225876197,79.93308334751,78.8029033212544,4.85106382279617,25.1523307045858,26.5737063398962,19.8018338619596,6.33686009355543,1.81335344624104,2.14512892061545,75.8311076920132,71.2708616930689,4.02127659039115,27.1766082996634,27.3968184182273,24.6775938712581,24.1625473915222,2.13992694120642,2.18964716364814,70.6344322747322,71.0342874544151,3.51063828943775,27.0006392981137,27.4684469330615,56.4478706562716,42.6628066288307,1.9085067058688,1.51457238560257,75.2190145318883,78.4160693366631,9.63829786371825,27.5240365557405,26.5747935071728,66.9107738983571,112.703693564458,1.47078728275757,1.34711175826693,78.660199820122,81.4545866616667,20.6914893470688,26.3113839821326,25.0078600808777,91.1003626028677,91.1003626028677,0.838182542656248,1.67837612598418,82.0690464396825,82.7211496658486,23.8297872455902
