"X","Y"
-34.9288955576957,-8.00401645029748
-34.8733494958102,-8.06168438924234
-34.9360950814292,-7.93257714799535
-34.9472933810312,-7.97853294908388
-34.8754038836498,-8.02404891491036
-34.9068275471276,-8.00597045663272
-34.8793706870735,-8.05027908873176
-34.9422005464073,-8.12972706596067
-34.901247339771,-8.09932662971489
-34.9184955674245,-8.05867842936621
-34.8915285791449,-8.03761348776345
-34.9470794998182,-8.08221906550799
-34.9491230525307,-8.12745514314276
-34.9225006852791,-8.08637933366479
-34.9255844276219,-8.1253389210543
-34.8974634883909,-8.00267738755818
-34.9378796131175,-8.08273599543997
-34.9432518267465,-8.13043242503248
-34.9209309861523,-8.13534748939635
-34.8931266888747,-8.03295246755364
-34.9118346848739,-8.10849890333825
-34.950261158654,-8.07969451428492
-34.9502633726585,-8.0183738458903
-34.9804736557717,-8.06506004686618
-34.9344412762896,-8.04246393646525
-34.9664789257952,-7.96182370445215
-34.9888668233422,-7.9434147225947
-34.9634813835861,-8.05117696503756
-34.8914289425346,-8.09796269863302
-34.8819812836645,-8.02421067430554
-34.8958919379083,-8.01432748773577
-34.9316558307187,-7.94913810178809
-34.893654908658,-8.07999647379468
-34.9479056741863,-8.10232872554654
-34.9150817625788,-8.13174812890068
-35.0139585349053,-8.05636050176894
-34.9668509977207,-8.02444672431294
-34.9131561445515,-7.93929422695964
-34.9123641493625,-8.03627667868156
-34.9704209914972,-8.0712062978568
-34.9700597773714,-8.04183599974601
-34.9330562360199,-8.09536946901584
-34.9275303373363,-8.06147833093572
-34.9235205778259,-8.09581869076076
-34.8977422026587,-8.12597893770123
-34.9594900691664,-8.05462472254193
-34.940647720956,-8.03325591500904
-34.9301126842809,-8.10868831035771
-34.8866580040166,-8.10597821131102
-34.9301116010942,-8.05114343990545
-34.951017160671,-8.09495362784969
-34.9727565327609,-8.03243484650432
-34.9400395441277,-8.13332153759103
-34.8868883868876,-8.08834730466242
-34.9221566287793,-8.07335704400329
-34.8905935924466,-8.04380701925794
-34.9094938133829,-8.01566624319932
-34.9333920206671,-8.09627629148427
-34.9296423611703,-8.08912987375911
-34.9291294270457,-7.94500302294302
-34.9317088045958,-7.99149235436663
-34.9374112860924,-8.01756030396302
-34.9703099918075,-8.04580640841488
-34.8929387351873,-8.07260163819994
-34.952476572514,-8.08368428750659
-34.8944780286375,-8.02391529903252
-34.9498614524643,-8.05619701535298
-34.9225031417864,-8.05289623960873
-34.9452681733878,-8.11915059443907
-34.9215377249401,-7.99829077066531
-34.9150530528103,-8.03431968409367
-34.9900858180721,-7.95016443614024
-34.9880191035876,-7.96703801420762
-34.9734029735408,-7.95707500494325
-34.8985088717635,-8.0466965864695
-34.9205121959177,-7.93807196235888
-34.8681058748102,-8.05150523725108
-34.9026455517541,-8.09453245611269
-34.9388806847337,-7.98103556485731
-34.9457306369492,-8.13185899166741
-34.9122041042587,-7.95865401114595
-34.9347965318768,-8.05750079812632
-34.9974680978533,-7.94369870442186
-34.9289137498654,-7.94688230356742
-34.9540784817541,-7.96449280864088
-34.9235594621065,-8.01054735234074
-34.9589265668181,-7.99059009601135
-34.9339749384545,-8.12831124982094
-34.9308731158058,-7.98637317147089
-34.9537506896935,-7.9396813982382
-34.9641579498397,-8.09498147821096
-35.0013233484891,-8.05336631880729
-34.8928673146831,-8.08086956972605
-34.9537090474916,-8.06218594158696
-34.8942250341322,-8.08556012778284
-34.9336592856622,-8.10697956175252
-34.9707366374315,-7.96762910783474
-34.9131617483861,-8.15347385407835
-34.9531829262138,-7.94361838508824
-34.9694274511464,-8.08178348527176
-34.9504358015571,-7.93804495869762
-34.9448922971551,-7.94999398063359
-34.8679040502324,-8.04233070149851
-34.9641357352564,-8.06871841895791
-34.9850852637279,-7.95856322861223
-34.9266997382945,-8.06980457015293
-34.8908038272734,-8.00612412514364
-34.9232817639446,-8.07314557072754
-34.9367150334156,-8.00093938040884
-34.9199260840712,-8.13708348153715
-34.9312390278004,-8.09029934351643
-34.9212762931286,-8.01967836853377
-34.93050299181,-8.06320889793058
-34.9861708085025,-7.95158270382573
-34.8737859530728,-8.07134893662296
-34.990113975192,-8.04993570667158
-34.9337888351486,-8.03456913328444
-34.9183862013965,-7.98430492851636
-34.8997773103826,-8.04338506811575
-34.951003136469,-7.98439620300031
-34.9876405324296,-8.04190094644747
-34.9796660541727,-8.04753733330314
-34.9081024933737,-8.04761102742637
-34.959875234257,-8.08091562629525
-34.8905482917914,-8.03354517018249
-34.9537462369134,-8.1057355111041
-34.9805150992795,-8.05663226902547
-34.9060067202255,-8.02651698296867
-34.922540082447,-8.04970366574153
-34.9633193220477,-8.02403583270001
-34.9113346174886,-8.12619018095974
-34.9793722545142,-8.0325549272238
-34.9241384694192,-8.13748215666132
-34.9294257684304,-8.11070155074025
-34.9438203797188,-8.00726262121786
-34.9570810617332,-8.11343533399629
-34.8759338072111,-8.06584063148476
-34.9043471865709,-8.08699746318861
-34.9044482493794,-8.01456488939414
-34.9074748596585,-8.0188583796235
-34.9541674128644,-8.03088986660171
-34.9009297690292,-8.09690551474421
