"X","Y"
-34.9912273343373,-8.0642139148479
-34.9424655161515,-8.0647536692885
-34.9100652552153,-8.14792881044006
-34.955762070555,-8.13870346991675
-34.9421820181589,-7.95769320469239
-34.9540804093722,-7.9410204338571
-34.9752616226449,-7.94260622703353
-34.9203914700706,-8.12613766073036
-34.8802428977373,-8.07943205097784
-34.9552481657072,-8.01821324825
-34.9166539176133,-7.98092140229964
-34.9514762618342,-8.10054879201473
-34.9024283057069,-8.11621501530839
-34.9250679562393,-8.13761657421609
-34.9526361631171,-8.10594718274774
-34.9562747611274,-8.1297344946063
-34.9780440784346,-8.03063206544617
-34.9354643290927,-8.06012985816303
-34.9286580145275,-8.04282332164031
-34.9283490436974,-8.07319419078743
-34.9193853740257,-7.98659078567936
-34.9504549749806,-7.96735054902225
-34.8777719537543,-8.06259831624362
-34.9022495589189,-8.0224011207663
-34.9391399775663,-7.99575660544638
-34.9277838990306,-7.94963227567848
-34.940585426442,-7.95252894566459
-34.930547358093,-7.96814152150056
-34.9811092764521,-8.0461640014589
-34.8823012193988,-8.01633142022599
-34.912746201041,-7.94886597381423
-34.9267269853637,-7.94542072289566
-34.9537681165797,-8.03056652593216
-34.9357015040659,-8.01555239558996
-34.9344253015721,-8.04995771282608
-34.9297549338491,-8.13949291944332
-34.9263474370367,-7.94537966607105
-34.9943950575628,-8.06115047373361
-34.9114326486936,-8.11486452012101
-34.9510266029154,-8.01274337447907
-34.9777443101567,-8.04977515304199
-34.9174810410439,-8.02203703640889
-34.9042847804553,-8.13903301423162
-34.9929085377965,-8.03440252519837
-34.9027747337575,-8.13165475666166
-35.008970197066,-7.94410409064657
-34.9626075852053,-7.99719260699727
-34.9097175701675,-8.00035268524197
-34.9316365320902,-7.93939351778672
-34.9524389724377,-8.06055698541234
-34.9442225763684,-7.96762540097137
-34.9239053478517,-8.07432511419551
-34.8822719873743,-8.08759653373036
-34.9482016347093,-7.98642826744575
-34.942838504461,-7.93278491728494
-34.9851580872332,-8.05743723653676
-34.9381772889234,-8.10023265274422
-34.9417616325624,-7.94227504814169
-34.948513983415,-7.9470390617794
-34.9050288144287,-7.99885738389414
-34.9414536297198,-8.0147686679353
-34.9199263571163,-8.10640920942487
-34.9117420235452,-8.10001329110807
-34.9067904007275,-8.08654022962951
-34.9456736536625,-8.05598849676239
-34.8877964329898,-8.08656462126042
-34.9309542011578,-7.95534753926488
-34.9564684277401,-7.98063152420946
-34.9251761448677,-8.11920859101814
-34.9261473173986,-7.96111798327769
-34.893749824502,-8.00677535604996
-34.9607479147489,-7.98969880474151
-34.9555054732847,-8.00512935291804
-34.9236603530907,-8.10090760281272
-34.9351743306685,-7.95575986042668
-34.947447456916,-8.08433437930277
-34.9160539252451,-8.04117721551481
-34.9167635675168,-8.12355536612301
-34.9037559218677,-8.14368328932768
-34.925574802498,-8.14043674367688
-34.9150074314413,-8.10955066852821
-34.8955584466009,-8.12585661621851
-34.9780314784072,-7.9626851207082
-34.8749309831739,-8.05538947827688
-34.9168302899274,-7.98220776770108
-34.9274990237076,-8.03168727306227
-34.9309816044616,-7.95080224473891
-34.9307356185159,-8.0512438755971
-34.9340199490507,-8.03798882772688
-34.9220571628317,-8.05088557220103
-34.9100880426463,-8.10426604169896
-34.9551612858836,-8.05785851558318
-34.9657916758522,-8.02494980728188
-34.8950362885632,-8.06502513576965
-34.8924412881889,-8.0483623339464
-34.9406453479437,-7.98185576865281
-34.9150556511242,-7.96703337715178
-34.9564408997933,-8.13781562096648
-34.922717892989,-8.02405178269301
-34.9618088783737,-8.05179085775791
-34.9581475397765,-8.13128834485163
-34.9502236668065,-8.06783256743321
-34.9297687985186,-8.05221926046532
-34.9631577559705,-7.97371977500295
-34.9688556620678,-8.06186422260021
-34.923208595479,-8.11771263302624
-34.924781073888,-7.97790787689712
-34.9055909241566,-8.00402597792365
-34.9093182744449,-8.13295400547931
-34.9428475118043,-7.9437056500153
-34.9446255441103,-8.09415086316504
-34.9718454255995,-8.07972515138732
-34.9825728150025,-8.06934186903563
-34.905372430556,-8.02551532354641
-34.9011815774781,-8.01514507049631
-34.9614060762353,-7.98450782263405
-34.8700960414546,-8.0563781601874
-34.9693024208839,-8.06763932402249
-34.9228112464869,-7.99520199835005
-34.9344546068983,-7.97490409837509
-34.8830506774377,-8.0244667090651
-34.9302292274325,-8.12580224855164
-34.9664927152143,-8.04146173964344
-34.9115227682961,-8.01297924839034
-34.9709048408378,-7.96860643620741
-34.9815098425506,-7.9535316391787
-34.9872351074309,-7.96668353111173
-34.9058661083616,-8.06166747431717
-34.9272440484816,-8.08015519032343
-34.9745425617757,-7.96955792032931
-34.9705303782866,-7.94174871941877
-34.8778040717159,-8.04087887687171
-34.9347361475924,-8.01199289100195
-34.9366679804519,-7.95031003875601
-34.8923094750432,-8.04333780556783
-34.9625671499711,-8.02802943645195
-34.9633643869082,-8.07188713427792
-34.9337026616599,-7.99727096071452
-34.8811825279276,-8.02004455027328
-34.9197987461159,-7.94470428079736
-34.9096768143693,-8.10030363701185
-34.9343658192436,-8.05378042703839
-34.9122935331162,-8.1199908670653
-34.9501752000113,-7.99809030518224
-34.9997399450121,-7.93507938749319
-34.9377960178934,-7.94910284126996
-34.9163335053053,-7.96674965022442
-34.91179764303,-8.13854211317161
-34.9483909260033,-7.93972819121422
-34.9284180239211,-8.06812341082852
-34.9648428546895,-8.02613205005566
-34.9325777257509,-8.00207989735259
-34.9522919745917,-8.13295032317882
-34.9271705525567,-8.06319129977377
-34.9488904182548,-7.99711884850971
-34.9493800131617,-8.12315817020628
-34.8944882513429,-8.02357779858288
-34.9782181767088,-7.96951443156661
-34.937577698703,-7.96463611955608
-34.8951627948286,-8.09225124884643
-34.9156427574908,-7.99882266530451
-34.9426072358608,-7.93202436222846
-34.9365098492502,-8.12343977582805
-34.9213859417955,-7.95431252814254
-34.8852880663762,-8.03205548217167
-34.917909652998,-7.96424206768779
-34.9675008017608,-8.02845472484212
-34.9465281725271,-8.10515686552817
-34.9517164424405,-7.93508749670637
-34.9208697505409,-7.97911309944249
-34.9754365653879,-8.04066418234229
-34.9140507155027,-8.13196508460023
-34.9167335620017,-8.04755548052821
-34.9390432141515,-8.11845823525733
-34.9014801077213,-8.13523208894419
-34.8925109425187,-8.07843704106244
-34.9812460348787,-8.0522351696978
-35.0093213167269,-8.056356641987
-34.8845327221261,-8.08350028053738
-34.9140475172463,-8.10509839298339
-34.909387698339,-8.12943019778681
-34.9721260626136,-8.0502446023972
-34.899128339194,-8.10516413923051
-34.9219712590528,-8.03090140385496
-34.887866372919,-8.10233446441532
-34.9295276392443,-8.05390625451234
-34.9304348864102,-8.023816836097
-34.9189573546314,-7.97088264767192
-34.9170321896807,-8.04872859555522
-34.9311667576932,-8.1404270294048
-34.9417903279778,-7.96826080453923
-34.9510700886408,-8.01435290258906
-34.9140431038527,-8.04236820000922
-34.9399615399966,-8.0820610169723
-34.8992223355061,-8.01277094068885
-34.9794295584022,-8.07391536201241
-34.9746552520146,-8.07154332244729
-34.9109904281388,-8.03491349343737
-34.8957479480939,-8.02034091131162
-34.9238816941411,-8.11527820065964
-34.9284438215573,-8.07891851157559
-34.9614818302357,-7.98407385097331
-34.9315427948824,-8.05924605739891
-34.9168191953586,-7.96640287257275
-34.9514797498122,-8.11065657094156
-34.9454016646034,-8.10502623134933
-34.9458571231654,-7.98735469961623
-34.928025493206,-8.02601541096309
-34.9273870389416,-8.03793447620437
-34.9397969094125,-8.08836199086603
-34.9299703138126,-7.98385063488338
-34.9490480919578,-8.00582771444672
-34.9035165192491,-8.13940249107327
-34.9045204037253,-8.10422762295946
-34.9519933063644,-8.09257265373737
-34.917350194724,-8.06133704786995
-34.9813559830483,-8.07342499717975
-34.8976661853192,-8.02846925125382
-34.9213516752614,-8.1161349169874
-34.9337758731096,-8.11425221173296
-35.0109178723926,-8.05775184608874
-34.9555446462377,-7.93832086056327
-34.9086266697947,-8.09997880088394
-34.9563818156776,-7.95992747368335
-34.9360469046181,-7.9369440938589
-34.9867796384883,-7.96820287648047
-34.8995203463039,-8.03090583955914
-34.9451413791245,-8.09096238346613
-34.9674030765419,-8.02807630444865
-34.8917119874131,-8.0313589549199
-34.9697878235765,-7.95666072738281
-34.9442142060681,-8.09921599803103
-34.9100933201084,-8.02619190733937
-35.0054540939253,-8.06029745766229
-34.9702494325882,-8.03096844149142
-34.9638038432833,-7.96787621023163
-34.9056138939801,-8.0664227160768
-34.876367493586,-8.04486648898633
-34.9359071042073,-7.9369254089146
-34.98918606672,-7.9656448872942
-34.8996035355204,-8.11511875246614
-34.9457987767514,-8.02705510890642
-34.9130789350471,-8.10625393644117
-34.9600929245366,-8.06359231993352
-34.9893346234643,-8.05105016309401
-34.9793194275029,-8.06273490385677
-34.9175390575252,-8.00522148118846
-34.9215056178839,-8.04408235484534
-34.9201794582764,-8.04069444391505
-34.9364041587267,-8.02263628485835
-34.9093506668757,-8.06730142593129
-34.8989135217725,-8.04126331469086
-34.9621402890888,-8.03472755356677
-34.9654045041081,-8.08219658658468
-34.9734625337055,-8.05064024706958
-34.9409457871798,-7.93655887237204
-34.9221075904106,-8.09549430758085
-34.9587415367304,-8.06721991079576
