Months,TempMaximaMedia,TempCompensadaMedia,VelocidadeMaximaMedia,VelocidadeInstantaneaMedia,UmidadadeMaximaMedia,UmidadeInstantaneaMedia
1.0,31.161290322580655,26.97612903225806,8.058064516129033,1.6788978494623652,89.58064516129032,75.04435483870968
2.0,31.52857142857143,27.42428571428571,7.121428571428572,1.309077380952381,91.5,78.39583333333334
3.0,32.222580645161294,27.507096774193545,7.654838709677417,1.2659946236559139,91.6774193548387,78.74462365591398
4.0,31.410000000000004,26.700666666666667,6.869999999999999,0.9909722222222219,93.06666666666666,81.64027777777778
5.0,30.95806451612904,26.2916129032258,4.03225806451613,0.6704301075268819,93.09677419354838,82.09408602150539
6.0,29.550000000000004,24.985333333333337,7.669999999999999,1.2327777777777775,93.03333333333333,81.88888888888891
7.0,28.570967741935487,24.10967741935484,8.022580645161291,1.2153225806451615,93.61290322580645,84.40994623655914
8.0,28.483870967741932,24.23935483870968,8.448387096774193,1.4544354838709674,92.3225806451613,80.72580645161291
9.0,29.236666666666675,25.265333333333334,1.3999999999999992,0.5,90.4,77.07777777777778
10.0,30.232258064516127,26.12516129032259,1.3999999999999992,0.5,89.06451612903226,73.90591397849462
11.0,31.833333333333336,27.29866666666667,1.3999999999999992,0.5,85.3,68.57222222222224
12.0,32.31612903225807,27.60322580645161,1.3999999999999992,0.5,87.03225806451613,68.82123655913979
