Months,TempMaximaMedia,TempCompensadaMedia,VelocidadeMaximaMedia,VelocidadeInstantaneaMedia,UmidadadeMaximaMedia,UmidadeInstantaneaMedia
1.0,31.470967741935482,27.148387096774194,7.474193548387095,1.3172043010752688,87.35483870967742,73.47849462365592
2.0,31.57931034482759,26.974482758620688,8.182758620689654,1.505028735632184,88.03448275862068,73.0646551724138
3.0,31.59032258064516,27.291612903225808,7.580645161290322,1.4438172043010753,87.90322580645162,73.74596774193549
4.0,30.79666666666666,26.65866666666666,7.860000000000001,1.4393055555555554,88.46666666666667,76.54861111111111
5.0,29.809677419354838,25.650967741935478,7.64193548387097,1.1360215053763438,88.93548387096774,78.94892473118279
6.0,29.220000000000002,24.85066666666667,7.796666666666668,1.2279166666666665,91.13333333333334,79.41111111111111
7.0,28.470967741935493,24.22451612903226,8.35483870967742,1.4466397849462365,95.54838709677419,82.96102150537635
8.0,28.980645161290322,24.555483870967745,8.480645161290322,1.581317204301075,95.90322580645162,80.00940860215051
9.0,29.74,25.68666666666666,8.16,1.8186111111111114,94.13333333333334,77.67083333333332
10.0,30.487096774193546,26.497419354838712,8.54516129032258,1.7926075268817203,90.7741935483871,76.45430107526882
11.0,31.976666666666663,27.351999999999993,8.666666666666666,2.0631944444444446,91.3,74.00555555555555
12.0,31.90645161290323,27.472903225806455,8.835483870967742,1.966263440860215,94.06451612903226,75.74865591397851
