Months,TempMaximaMedia,TempCompensadaMedia,VelocidadeMaximaMedia,VelocidadeInstantaneaMedia,UmidadadeMaximaMedia,UmidadeInstantaneaMedia
1.0,31.477419354838705,27.123225806451615,8.451612903225806,1.8024193548387097,91.58064516129032,73.96236559139786
2.0,31.99285714285715,27.70142857142856,8.792857142857143,2.1342261904761903,90.35714285714286,71.03720238095238
3.0,31.85806451612903,27.72451612903225,7.945161290322581,1.7856182795698927,91.03225806451613,73.93413978494625
4.0,31.86333333333333,27.151999999999997,8.126666666666667,1.483472222222222,93.86666666666666,77.97083333333332
5.0,30.13225806451613,25.627741935483876,7.403225806451614,1.2754032258064518,96.09677419354838,83.48252688172043
6.0,29.00666666666667,24.738,7.696666666666668,1.231111111111111,96.56666666666666,86.59305555555557
7.0,27.996774193548383,24.05806451612903,7.767741935483871,1.311021505376344,96.3225806451613,85.90725806451611
8.0,28.061290322580643,24.341935483870973,8.238709677419353,1.6161290322580644,95.0,81.91397849462365
9.0,28.59666666666668,24.887999999999998,8.563333333333336,1.7290277777777776,94.1,80.25138888888888
10.0,29.767741935483876,25.78129032258065,7.887096774193548,1.7650537634408603,92.41935483870968,75.64784946236558
11.0,30.146666666666665,26.330666666666666,8.206666666666665,1.798611111111111,82.93333333333334,66.29166666666669
12.0,30.90645161290323,26.89677419354839,8.409677419354841,1.7626344086021506,84.96774193548387,66.55779569892472
