Months,TempMaximaMedia,TempCompensadaMedia,VelocidadeMaximaMedia,VelocidadeInstantaneaMedia,UmidadadeMaximaMedia,UmidadeInstantaneaMedia
1.0,30.461290322580645,26.670322580645163,7.8903225806451625,1.590188172043011,95.03225806451613,80.84005376344085
2.0,31.49285714285714,27.74928571428572,8.32857142857143,1.820386904761905,93.71428571428571,77.88392857142857
3.0,32.5774193548387,27.981935483870966,8.383870967741935,1.5205645161290329,94.54838709677419,77.0981182795699
4.0,31.220000000000002,27.059333333333328,7.903333333333334,1.470138888888889,95.13333333333334,82.69583333333337
5.0,30.587096774193554,26.20645161290323,7.506451612903225,1.3510752688172043,95.29032258064517,83.00672043010753
6.0,29.346666666666668,25.272,8.163333333333334,1.455416666666667,95.2,84.72222222222221
7.0,28.361290322580647,24.378064516129033,9.561290322580648,1.6774193548387097,94.83870967741936,83.13709677419355
8.0,27.53548387096775,23.542580645161287,9.203225806451613,1.7797043010752687,94.80645161290323,82.57392473118279
9.0,28.46666666666666,24.81066666666667,9.309999999999999,2.150833333333333,92.76666666666667,76.3111111111111
10.0,30.245161290322578,26.24903225806452,8.264516129032257,1.8690860215053766,91.38709677419355,75.55779569892474
11.0,31.006666666666668,26.970666666666666,8.746666666666666,2.157777777777777,87.56666666666666,70.4125
12.0,31.070967741935483,27.006451612903223,8.44193548387097,2.0038978494623656,91.06451612903226,73.19354838709678
