Months,TempMaximaMedia,TempCompensadaMedia,VelocidadeMaximaMedia,VelocidadeInstantaneaMedia,UmidadadeMaximaMedia,UmidadeInstantaneaMedia
1.0,31.99677419354839,27.665161290322583,8.58064516129032,1.9932795698924728,92.03225806451613,74.38709677419357
2.0,32.528571428571425,28.040714285714284,8.557142857142857,1.9005952380952382,93.10714285714286,74.05505952380952
3.0,31.81935483870968,27.45935483870968,7.680645161290322,1.4641129032258065,98.7741935483871,82.7513440860215
4.0,30.906666666666663,26.75466666666666,7.606666666666668,1.254305555555556,99.2,86.97361111111111
5.0,30.19354838709678,25.84451612903226,6.8677419354838705,1.1166666666666671,99.51612903225806,89.19354838709675
6.0,29.029999999999998,25.16066666666667,8.063333333333334,1.21,99.93333333333334,91.54305555555555
7.0,27.680645161290325,23.794193548387092,9.72258064516129,1.7435483870967736,98.09677419354838,85.04032258064517
8.0,28.68064516129032,24.033548387096772,7.993548387096775,1.4002688172043014,98.48387096774194,82.41397849462366
9.0,28.693333333333324,24.797333333333338,9.48333333333333,1.989027777777778,92.26666666666667,75.91527777777777
10.0,29.925806451612896,25.882580645161294,8.474193548387097,1.9634408602150537,88.45161290322581,73.59408602150538
11.0,31.716666666666665,26.935999999999993,8.509999999999998,1.7820833333333332,87.76666666666667,69.09722222222221
12.0,30.645161290322573,27.0483870967742,8.045161290322586,1.3939516129032257,92.09677419354838,79.51881720430107
