Months,TempMaximaMedia,TempCompensadaMedia,VelocidadeMaximaMedia,VelocidadeInstantaneaMedia,UmidadadeMaximaMedia,UmidadeInstantaneaMedia
1.0,31.558064516129033,27.342580645161288,7.819354838709677,1.7169354838709676,88.90322580645162,71.84005376344085
2.0,31.93214285714286,27.551428571428563,7.707142857142858,1.5772321428571423,89.89285714285714,73.51488095238093
3.0,31.04838709677419,26.879354838709677,7.3483870967741955,1.30752688172043,92.93548387096774,78.21505376344085
4.0,30.556666666666665,26.33133333333334,7.223333333333335,1.077777777777778,95.03333333333333,84.04166666666666
5.0,29.329032258064515,25.290967741935482,7.012903225806449,1.0788978494623658,96.12903225806451,85.44489247311827
6.0,28.766666666666662,24.44866666666666,7.1033333333333335,1.07875,97.9,86.43888888888888
7.0,28.26451612903225,24.165806451612898,7.738709677419356,1.1760752688172043,99.7741935483871,88.51612903225805
8.0,27.88064516129032,24.147741935483864,8.751612903225809,1.5232526881720432,98.12903225806451,86.54704301075269
9.0,29.78000000000001,25.622000000000003,7.8833333333333355,1.5540277777777773,98.33333333333333,81.33472222222221
10.0,31.283870967741937,26.77548387096774,7.7516129032258085,1.546774193548387,97.2258064516129,77.20833333333334
11.0,27.29999999999998,25.412666666666652,6.566666666666669,0.8659722222222214,97.33333333333333,86.46944444444445
12.0,23.79999999999999,23.779999999999983,5.900000000000003,0.40000000000000024,100.0,95.0
