Months,TempMaximaMedia,TempCompensadaMedia,VelocidadeMaximaMedia,VelocidadeInstantaneaMedia,UmidadadeMaximaMedia,UmidadeInstantaneaMedia
1.0,29.445161290322595,25.98451612903225,6.774193548387097,1.0385752688172036,90.16129032258064,81.54704301075267
2.0,31.289285714285715,26.982857142857142,7.742857142857142,1.3574404761904764,91.0,76.51041666666667
3.0,31.816129032258072,27.08709677419355,7.3096774193548395,1.2311827956989247,92.06451612903226,76.60483870967744
4.0,29.813333333333336,25.64533333333333,6.970000000000001,1.0630555555555554,93.86666666666666,84.4513888888889
5.0,29.964516129032262,25.56387096774194,8.070967741935487,1.2880376344086024,93.2258064516129,81.28225806451611
6.0,28.986666666666668,24.552,8.033333333333333,1.3033333333333337,92.93333333333334,80.77083333333334
7.0,28.319354838709682,24.003225806451617,8.316129032258065,1.428763440860215,92.12903225806451,79.75672043010752
8.0,28.49032258064516,24.428387096774188,8.138709677419355,1.530779569892473,91.74193548387096,78.4771505376344
9.0,29.020000000000003,25.142000000000003,8.286666666666665,1.7106944444444445,89.7,76.11944444444445
10.0,30.838709677419363,26.578709677419354,8.258064516129032,1.7544354838709681,86.93548387096774,71.17473118279571
11.0,31.363333333333333,27.27533333333334,8.653333333333332,2.018333333333333,86.03333333333333,70.5625
12.0,31.770967741935486,27.325161290322583,8.229032258064517,1.7900537634408609,87.6774193548387,70.83736559139786
