Months,TempMaximaMedia,TempCompensadaMedia,VelocidadeMaximaMedia,VelocidadeInstantaneaMedia,UmidadadeMaximaMedia,UmidadeInstantaneaMedia
1.0,31.3,26.97677419354839,0.0,0.0,88.93548387096774,70.30913978494623
2.0,31.421428571428574,27.303928571428564,6.7821428571428575,1.3266369047619049,90.25,72.26934523809524
3.0,30.964516129032262,26.809032258064523,7.638709677419355,1.4899193548387102,97.45161290322581,78.491935483871
4.0,31.816666666666663,27.022666666666666,7.176666666666664,1.2334722222222223,99.16666666666667,77.65694444444445
5.0,30.987096774193557,26.39612903225807,7.206451612903226,1.2396505376344085,96.93548387096774,78.83333333333333
6.0,29.186666666666667,24.86066666666667,7.833333333333332,1.194027777777778,88.4,77.55277777777776
7.0,28.04516129032258,24.22451612903226,8.087096774193549,1.3809139784946236,87.25806451612904,77.80645161290323
8.0,28.638709677419353,24.43999999999999,8.496774193548386,1.608736559139785,86.29032258064517,72.74865591397848
9.0,29.890000000000004,25.586000000000002,7.856666666666667,1.638333333333334,83.93333333333334,67.59166666666665
10.0,30.354838709677413,26.315483870967743,8.548387096774194,1.8974462365591398,82.3225806451613,65.05645161290325
11.0,31.529999999999998,26.826666666666664,8.303333333333333,1.7619444444444445,85.1,65.20138888888889
12.0,31.454838709677425,27.080645161290324,8.212903225806452,1.7913978494623655,84.3225806451613,67.90860215053763
