Months,TempMaximaMedia,TempCompensadaMedia,VelocidadeMaximaMedia,VelocidadeInstantaneaMedia,UmidadadeMaximaMedia,UmidadeInstantaneaMedia
1.0,30.654838709677417,26.63870967741936,7.941935483870968,1.8083333333333327,92.41935483870968,76.97983870967744
2.0,30.621428571428574,26.944285714285712,7.692857142857142,1.7465773809523815,92.67857142857143,77.78571428571429
3.0,31.635483870967736,27.096774193548384,7.177419354838709,1.3576612903225809,94.74193548387096,79.05376344086024
4.0,29.876666666666665,26.005999999999993,7.676666666666667,1.2802777777777778,96.7,86.31666666666666
5.0,28.86774193548387,25.437419354838706,8.406451612903224,1.4448924731182795,99.16129032258064,91.17204301075269
6.0,28.539999999999996,24.823333333333334,8.31,1.4854166666666662,99.1,88.9736111111111
7.0,27.564516129032263,23.91096774193549,9.070967741935483,1.6551075268817206,98.19354838709677,88.79435483870967
8.0,28.11612903225807,24.065806451612904,8.803225806451614,1.6212365591397853,99.3225806451613,87.80779569892472
9.0,28.5,24.906000000000002,9.59,2.116527777777778,98.76666666666667,85.67777777777778
10.0,29.83870967741936,25.900645161290324,8.13225806451613,1.7950268817204305,99.51612903225806,91.52553763440858
11.0,30.35,26.463999999999995,8.596666666666666,1.973888888888889,99.93333333333334,98.79444444444445
12.0,31.258064516129025,27.054193548387094,8.635483870967741,2.063978494623656,96.19354838709677,89.12096774193549
